wall,sim,lingueta_mm,lamina_deg,estado,fase,armvel_nz,armvel_n
1788476913.84,0.00,0.01,29.94,,,0,0
1788476914.01,1254.56,-0.00,29.94,,,0,0
1788476914.02,1254.57,-0.00,29.94,,,0,0
1788476914.12,1254.67,0.01,29.94,,,0,0
1788476914.21,1254.76,0.01,29.94,,,0,0
1788476914.31,1254.86,0.00,29.94,,,0,0
1788476914.41,1254.96,0.00,29.94,,,0,0
1788476914.52,1255.07,-0.00,29.94,,,0,0
1788476914.61,1255.16,-0.00,29.94,,,0,0
1788476914.71,1255.26,0.00,29.94,,,0,0
1788476914.81,1255.36,-0.00,29.94,,,0,0
1788476914.92,1255.46,-0.00,0.00,,,0,0
1788476915.02,1255.56,0.01,0.00,,,0,0
1788476915.12,1255.66,-0.00,0.00,,,0,0
1788476915.22,1255.76,-0.00,0.00,,,0,0
1788476915.32,1255.86,0.00,0.00,,,0,0
1788476915.43,1255.97,0.01,0.00,,,0,0
1788476915.53,1256.07,0.00,0.00,,,0,0
1788476915.63,1256.17,0.00,0.00,,,0,0
1788476915.73,1256.27,0.00,0.00,,,0,0
1788476915.83,1256.36,0.00,0.00,,,0,0
1788476915.93,1256.46,0.01,0.00,,,0,0
1788476916.04,1256.57,0.01,0.00,,,0,0
1788476916.14,1256.66,-0.00,0.00,,,0,0
1788476916.24,1256.76,0.00,0.00,,,0,0
1788476916.34,1256.87,-0.00,0.00,,,0,0
1788476916.45,1256.97,-0.00,0.00,,,0,0
1788476916.55,1257.07,0.00,0.00,,,0,0
1788476916.64,1257.16,0.00,0.00,,,0,0
1788476916.75,1257.27,0.00,0.00,,,0,0
1788476916.85,1257.37,0.00,0.00,,,0,0
1788476916.95,1257.46,0.01,0.00,,,0,0
1788476917.05,1257.56,0.01,0.00,,,0,0
1788476917.15,1257.67,-0.01,0.00,,,0,0
1788476917.25,1257.77,0.00,0.00,,,0,0
1788476917.35,1257.87,0.00,0.00,,,0,0
1788476917.45,1257.96,0.00,0.00,,,0,0
1788476917.55,1258.06,-0.00,0.00,,,0,0
1788476917.66,1258.16,0.00,0.00,,,0,0
1788476917.75,1258.26,-0.00,0.00,,,0,0
1788476917.86,1258.37,-0.00,0.00,,,0,0
1788476917.96,1258.47,0.00,0.00,,,0,0
1788476918.06,1258.57,-0.00,0.00,,,0,0
1788476918.16,1258.66,0.01,0.00,,,0,0
1788476918.26,1258.77,0.01,0.00,,,0,0
1788476918.37,1258.87,0.00,0.00,,,0,0
1788476918.47,1258.97,0.01,0.00,,,0,0
1788476918.57,1259.06,0.00,0.00,,,0,0
1788476918.67,1259.16,0.01,0.00,,,0,0
1788476918.77,1259.26,0.01,0.00,,,0,0
1788476918.88,1259.37,0.00,0.00,,,0,0
1788476918.97,1259.46,0.00,0.00,,,0,0
1788476919.08,1259.57,0.00,0.00,,,0,0
1788476919.18,1259.66,0.00,0.00,,,0,0
1788476919.28,1259.77,0.01,0.00,,,0,0
1788476919.38,1259.87,0.00,0.00,,,0,0
1788476919.48,1259.97,-0.00,0.00,,,0,0
1788476919.58,1260.06,-0.00,0.00,,,0,0
1788476919.68,1260.16,0.01,0.00,,,0,0
1788476919.78,1260.26,-0.00,0.00,,,0,0
