wall,sim,lingueta_mm,lamina_deg,estado,fase,armvel_nz,armvel_n
1788469382.92,0.00,-0.00,0.00,,,0,0
1788469383.10,68.28,0.01,0.00,,,0,0
1788469383.11,68.29,0.01,0.00,,,0,0
1788469383.20,68.38,-0.00,0.00,,,0,0
1788469383.31,68.48,0.00,0.00,,,0,0
1788469383.40,68.58,0.00,0.00,,,0,0
1788469383.51,68.69,-0.00,0.00,,,0,0
1788469383.61,68.79,0.01,0.00,,,0,0
1788469383.71,68.88,0.01,0.00,,,0,0
1788469383.80,68.98,-0.00,0.00,,,0,0
1788469383.91,69.08,-0.00,0.00,,,0,0
1788469384.01,69.19,0.01,0.00,,,0,0
1788469384.11,69.29,0.01,0.00,,,0,0
1788469384.21,69.39,0.01,0.00,,,0,0
1788469384.31,69.49,0.00,0.00,,,0,0
1788469384.41,69.59,-0.00,0.00,,,0,0
1788469384.51,69.68,0.00,0.00,,,0,0
1788469384.61,69.79,0.01,0.00,,,0,0
1788469384.71,69.89,-0.01,0.00,,,0,0
1788469384.81,69.98,-0.00,0.00,,,0,0
1788469384.92,70.09,0.00,0.00,,,0,0
1788469385.01,70.18,-0.00,0.00,,,0,0
1788469385.11,70.28,0.00,0.00,,,0,0
1788469385.21,70.38,-0.00,0.00,,,0,0
1788469385.31,70.48,-0.00,0.00,,,0,0
1788469385.41,70.58,0.00,0.00,,,0,0
1788469385.51,70.68,0.01,0.00,,,0,0
1788469385.61,70.78,-0.00,0.00,,,0,0
1788469385.72,70.89,-0.01,0.00,,,0,0
1788469385.82,70.98,0.00,0.00,,,0,0
1788469385.92,71.09,0.01,0.00,,,0,0
1788469386.02,71.19,-0.00,0.00,,,0,0
1788469386.12,71.29,0.01,0.00,,,0,0
1788469386.22,71.39,0.01,0.00,,,0,0
1788469386.32,71.49,0.00,0.00,,,0,0
1788469386.42,71.59,0.01,0.00,,,0,0
1788469386.52,71.68,0.01,0.00,,,0,0
1788469386.62,71.79,-0.00,0.00,,,0,0
1788469386.72,71.89,-0.00,0.00,,,0,0
1788469386.83,71.99,-0.00,0.00,,,0,0
1788469386.93,72.09,-0.00,0.00,,,0,0
1788469387.03,72.19,0.00,0.00,,,0,0
1788469387.13,72.28,-0.00,0.00,,,0,0
1788469387.23,72.39,0.00,0.00,,,0,0
1788469387.33,72.49,0.00,0.00,,,0,0
1788469387.43,72.58,0.01,0.00,,,0,0
1788469387.53,72.69,0.00,0.00,,,0,0
1788469387.63,72.79,0.00,0.00,,,0,0
1788469387.73,72.89,0.00,0.00,,,0,0
1788469387.83,72.99,-0.00,0.00,,,0,0
1788469387.93,73.09,0.00,0.00,,,0,0
1788469388.03,73.19,0.01,0.00,,,0,0
1788469388.13,73.29,-0.00,0.00,,,0,0
1788469388.23,73.39,0.00,0.00,,,0,0
1788469388.33,73.49,0.01,0.00,,,0,0
1788469388.43,73.59,0.01,0.00,,,0,0
1788469388.54,73.69,0.00,0.00,,,0,0
1788469388.64,73.79,0.01,0.00,,,0,0
1788469388.74,73.89,0.00,0.00,,,0,0
1788469388.84,73.99,0.00,0.00,,,0,0
1788469388.94,74.09,-0.00,0.00,,,0,0
1788469389.04,74.19,0.00,0.00,,,0,0
1788469389.15,74.29,0.01,0.00,,,0,0
1788469389.25,74.39,-0.00,0.00,,,0,0
1788469389.35,74.49,0.00,0.00,,,0,0
1788469389.45,74.58,0.01,0.00,,,0,0
1788469389.55,74.69,-0.00,0.00,,,0,0
1788469389.66,74.79,0.00,0.00,,,0,0
1788469389.75,74.88,0.01,0.00,,,0,0
1788469389.89,74.99,-0.00,0.00,,,0,0
1788469389.97,75.08,-0.00,0.00,,,0,0
1788469390.07,75.18,0.00,0.00,,,0,0
1788469390.17,75.28,-0.00,0.00,,,0,0
1788469390.32,75.39,-0.00,0.00,,,0,0
1788469390.39,75.48,-0.00,0.00,,,0,0
