sim,j4_est,j4_true,fase,modo
889.78,-103.0,-102.9,saida_eixo,ik
889.88,-103.0,-102.9,saida_eixo,ik
889.98,-103.0,-102.9,saida_eixo,ik
890.08,-103.0,-102.9,saida_eixo,ik
890.18,-103.0,-102.9,saida_eixo,ik
890.28,-103.0,-102.9,saida_eixo,ik
890.38,-103.0,-102.9,saida_eixo,ik
890.48,-103.0,-102.9,saida_eixo,ik
890.58,-103.0,-102.9,saida_eixo,ik
890.68,-103.0,-102.9,saida_eixo,ik
890.78,-103.0,-102.9,saida_eixo,ik
890.88,-103.0,-102.9,saida_eixo,ik
890.98,-103.0,-102.9,saida_eixo,ik
891.08,-103.0,-102.9,saida_eixo,ik
891.18,-103.0,-102.9,saida_eixo,ik
891.28,-103.0,-102.9,saida_eixo,ik
891.38,-103.0,-102.9,saida_eixo,ik
891.48,-103.0,-102.9,saida_eixo,ik
891.58,-103.0,-102.9,saida_eixo,ik
891.68,-103.0,-102.9,saida_eixo,ik
891.78,-103.0,-102.9,saida_eixo,ik
891.88,-103.0,-102.9,saida_eixo,ik
891.98,-103.0,-102.9,saida_eixo,ik
892.08,-103.0,-102.9,saida_eixo,ik
892.18,-103.0,-102.9,saida_eixo,ik
892.28,-103.0,-102.9,saida_eixo,ik
892.38,-103.0,-102.9,saida_eixo,ik
892.48,-103.0,-102.9,saida_eixo,ik
892.58,-103.0,-102.9,saida_eixo,ik
892.68,-103.0,-102.9,saida_eixo,ik
892.78,-103.0,-102.9,saida_eixo,ik
892.88,-103.0,-102.9,saida_eixo,ik
892.98,-103.0,-102.9,saida_eixo,ik
893.08,-103.0,-102.9,saida_eixo,ik
893.18,-103.0,-102.9,saida_eixo,ik
893.28,-103.0,-102.9,saida_eixo,ik
893.38,-103.0,-102.9,saida_eixo,ik
893.48,-103.0,-102.9,saida_eixo,ik
893.58,-103.0,-102.9,saida_eixo,ik
893.68,-103.0,-102.9,saida_eixo,ik
893.78,-103.0,-102.9,saida_eixo,ik
893.88,-103.0,-102.9,saida_eixo,ik
893.98,-103.0,-102.9,saida_eixo,ik
894.08,-103.0,-102.9,saida_eixo,ik
894.18,-103.0,-102.9,saida_eixo,ik
894.28,-103.0,-102.9,saida_eixo,ik
894.38,-103.0,-102.9,saida_eixo,ik
894.48,-103.0,-102.9,saida_eixo,ik
894.58,-103.0,-102.9,saida_eixo,ik
894.68,-103.0,-102.9,saida_eixo,ik
894.78,-103.0,-102.9,saida_eixo,ik
894.88,-103.0,-102.9,saida_eixo,ik
894.98,-103.0,-102.9,saida_eixo,ik
895.08,-103.0,-102.9,saida_eixo,ik
895.18,-103.0,-102.9,saida_eixo,ik
895.28,-103.0,-102.9,saida_eixo,ik
895.38,-103.0,-102.9,saida_eixo,ik
895.48,-103.0,-102.9,saida_eixo,ik
895.58,-103.0,-102.9,saida_eixo,ik
895.68,-103.0,-102.9,saida_eixo,ik
895.78,-103.0,-102.9,saida_eixo,ik
895.88,-103.0,-102.9,saida_eixo,ik
895.98,-103.0,-102.9,saida_eixo,ik
896.08,-103.0,-102.9,saida_eixo,ik
896.18,-103.0,-102.9,saida_eixo,ik
896.28,-103.0,-102.9,saida_eixo,ik
896.38,-103.0,-102.9,saida_eixo,ik
896.48,-103.0,-102.9,saida_eixo,ik
896.58,-103.0,-102.9,saida_eixo,ik
896.68,-103.0,-102.9,saida_eixo,ik
896.78,-103.0,-102.9,saida_eixo,ik
896.88,-103.0,-102.9,saida_eixo,ik
896.98,-103.0,-102.9,saida_eixo,ik
897.08,-103.0,-102.9,saida_eixo,ik
897.18,-103.0,-102.9,saida_eixo,ik
897.28,-103.0,-102.9,saida_eixo,ik
897.38,-103.0,-102.9,saida_eixo,ik
897.48,-103.0,-102.9,saida_eixo,ik
897.58,-103.0,-102.9,saida_eixo,ik
897.68,-103.0,-102.9,saida_eixo,ik
897.78,-103.0,-102.9,saida_eixo,ik
897.88,-103.0,-102.9,saida_eixo,ik
897.98,-103.0,-102.9,saida_eixo,ik
898.08,-103.0,-102.9,saida_eixo,ik
898.18,-103.0,-102.9,saida_eixo,ik
898.28,-103.0,-102.9,saida_eixo,ik
898.38,-103.0,-102.9,saida_eixo,ik
898.48,-103.0,-102.9,saida_eixo,ik
898.58,-103.0,-102.9,saida_eixo,ik
898.68,-103.0,-102.9,saida_eixo,ik
898.78,-103.0,-102.9,saida_eixo,ik
898.88,-103.0,-102.9,saida_eixo,ik
898.98,-103.0,-102.9,saida_eixo,ik
899.08,-103.0,-102.9,saida_eixo,ik
899.18,-103.0,-102.9,saida_eixo,ik
899.28,-103.0,-102.9,saida_eixo,ik
899.38,-103.0,-102.9,saida_eixo,ik
899.48,-103.0,-102.9,saida_eixo,ik
899.58,-103.0,-102.9,saida_eixo,ik
899.68,-103.0,-102.9,saida_eixo,ik
899.78,-103.0,-102.9,saida_eixo,ik
899.88,-103.0,-102.9,saida_eixo,ik
899.98,-103.0,-102.9,saida_eixo,ik
900.08,-103.0,-102.9,saida_eixo,ik
900.18,-103.0,-102.9,saida_eixo,ik
900.28,-103.0,-102.9,saida_eixo,ik
900.38,-103.0,-102.9,saida_eixo,ik
900.48,-103.0,-102.9,saida_eixo,ik
900.58,-103.0,-102.9,saida_eixo,ik
900.68,-103.0,-102.9,saida_eixo,ik
900.78,-103.0,-102.9,saida_eixo,ik
900.88,-103.0,-102.9,saida_eixo,ik
900.98,-103.0,-102.9,saida_eixo,ik
901.08,-103.0,-102.9,saida_eixo,ik
901.18,-103.0,-102.9,saida_eixo,ik
901.28,-103.0,-102.9,saida_eixo,ik
901.38,-103.0,-102.9,saida_eixo,ik
901.48,-103.0,-102.9,saida_eixo,ik
901.58,-103.0,-102.9,saida_eixo,ik
901.68,-103.0,-102.9,saida_eixo,ik
901.78,-103.0,-102.9,saida_eixo,ik
901.88,-103.0,-102.9,saida_eixo,ik
901.98,-103.0,-102.9,saida_eixo,ik
902.08,-103.0,-102.9,saida_eixo,ik
902.18,-103.0,-102.9,saida_eixo,ik
902.28,-103.0,-102.9,saida_eixo,ik
902.38,-103.0,-102.9,saida_eixo,ik
902.48,-103.0,-102.9,saida_eixo,ik
902.58,-103.0,-102.9,saida_eixo,ik
902.68,-103.0,-102.9,saida_eixo,ik
902.78,-103.0,-102.9,saida_eixo,ik
902.88,-103.0,-102.9,saida_eixo,ik
902.98,-103.0,-102.9,saida_eixo,ik
903.08,-103.0,-102.9,saida_eixo,ik
903.18,-103.0,-102.9,saida_eixo,ik
903.28,-103.0,-102.9,saida_eixo,ik
903.38,-103.0,-102.9,saida_eixo,ik
903.48,-103.0,-102.9,saida_eixo,ik
903.58,-103.0,-102.9,saida_eixo,ik
903.68,-103.0,-102.9,saida_eixo,ik
903.78,-103.0,-102.9,saida_eixo,ik
903.88,-103.0,-102.9,saida_eixo,ik
903.98,-103.0,-102.9,saida_eixo,ik
904.08,-103.0,-102.9,saida_eixo,ik
904.18,-103.0,-102.9,saida_eixo,ik
904.28,-103.0,-102.9,saida_eixo,ik
904.38,-103.0,-102.9,saida_eixo,ik
904.48,-103.0,-102.9,saida_eixo,ik
904.58,-103.0,-102.9,saida_eixo,ik
904.68,-103.0,-102.9,saida_eixo,ik
904.78,-103.0,-102.9,saida_eixo,ik
904.88,-103.0,-102.9,saida_eixo,ik
904.98,-103.0,-102.9,saida_eixo,ik
905.08,-103.0,-102.9,saida_eixo,ik
905.18,-103.0,-102.9,saida_eixo,ik
905.28,-103.0,-102.9,saida_eixo,ik
905.38,-103.0,-102.9,saida_eixo,ik
905.48,-103.0,-102.9,saida_eixo,ik
905.58,-103.0,-102.9,saida_eixo,ik
905.68,-103.0,-102.9,saida_eixo,ik
905.78,-103.0,-102.9,saida_eixo,ik
905.88,-103.0,-102.9,saida_eixo,ik
905.98,-103.0,-102.9,saida_eixo,ik
906.08,-103.0,-102.9,saida_eixo,ik
906.18,-103.0,-102.9,saida_eixo,ik
906.28,-103.0,-102.9,saida_eixo,ik
906.38,-103.0,-102.9,saida_eixo,ik
906.48,-103.0,-102.9,saida_eixo,ik
906.58,-103.0,-102.9,saida_eixo,ik
906.68,-103.0,-102.9,saida_eixo,ik
906.78,-103.0,-102.9,saida_eixo,ik
906.88,-103.0,-102.9,saida_eixo,ik
906.98,-103.0,-102.9,saida_eixo,ik
907.08,-103.0,-102.9,saida_eixo,ik
907.18,-103.0,-102.9,saida_eixo,ik
907.28,-103.0,-102.9,saida_eixo,ik
907.38,-103.0,-102.9,saida_eixo,ik
907.48,-103.0,-102.9,saida_eixo,ik
907.58,-103.0,-102.9,saida_eixo,ik
907.68,-103.0,-102.9,saida_eixo,ik
907.78,-103.0,-102.9,saida_eixo,ik
907.88,-103.0,-102.9,saida_eixo,ik
907.98,-103.0,-102.9,saida_eixo,ik
908.08,-103.0,-102.9,saida_eixo,ik
908.18,-103.0,-103.0,saida_eixo,ik
908.28,-103.0,-103.0,saida_eixo,ik
908.38,-103.0,-103.0,saida_eixo,ik
908.48,-103.0,-103.0,saida_eixo,ik
908.58,-103.0,-103.0,saida_eixo,ik
908.68,-103.0,-103.0,saida_eixo,ik
908.78,-103.0,-103.0,saida_eixo,ik
908.88,-103.0,-103.0,saida_eixo,ik
908.98,-103.0,-103.0,saida_eixo,ik
909.08,-103.0,-103.0,saida_eixo,ik
909.18,-103.0,-103.0,saida_eixo,ik
909.28,-103.0,-103.0,saida_eixo,ik
909.38,-103.0,-103.0,saida_eixo,ik
909.48,-103.0,-103.0,saida_eixo,ik
909.58,-103.0,-103.0,saida_eixo,ik
909.68,-103.0,-103.0,saida_eixo,ik
909.78,-103.0,-103.0,saida_eixo,ik
909.88,-103.0,-103.0,saida_eixo,ik
909.98,-103.0,-103.0,saida_eixo,ik
910.08,-103.0,-103.0,saida_eixo,ik
910.18,-103.0,-103.0,saida_eixo,ik
910.28,-103.0,-103.0,saida_eixo,ik
910.38,-103.0,-103.0,saida_eixo,ik
910.48,-103.0,-103.0,saida_eixo,ik
910.58,-103.0,-103.0,saida_eixo,ik
910.68,-103.0,-103.0,saida_eixo,ik
910.78,-103.0,-103.0,saida_eixo,ik
910.88,-103.0,-103.0,saida_eixo,ik
910.98,-103.0,-103.0,saida_eixo,ik
911.08,-103.0,-103.0,saida_eixo,ik
911.18,-103.0,-103.0,saida_eixo,ik
911.28,-103.0,-103.0,saida_eixo,ik
911.38,-103.0,-103.0,saida_eixo,ik
911.48,-103.0,-103.0,saida_eixo,ik
911.58,-103.0,-103.0,saida_eixo,ik
911.68,-103.0,-103.0,saida_eixo,ik
911.78,-103.0,-103.0,saida_eixo,ik
911.88,-103.0,-103.0,saida_eixo,ik
911.98,-103.0,-103.0,saida_eixo,ik
912.08,-103.0,-103.0,saida_eixo,ik
912.18,-103.0,-103.0,saida_eixo,ik
912.28,-103.0,-103.0,saida_eixo,ik
912.38,-103.0,-103.0,saida_eixo,ik
912.48,-103.0,-103.0,saida_eixo,ik
912.58,-103.0,-103.0,saida_eixo,ik
912.68,-103.0,-103.0,saida_eixo,ik
912.78,-103.0,-103.0,saida_eixo,ik
912.88,-103.0,-103.0,saida_eixo,ik
912.98,-103.0,-103.0,saida_eixo,ik
913.08,-103.0,-103.0,saida_eixo,ik
913.18,-103.0,-103.0,saida_eixo,ik
913.28,-103.0,-103.0,saida_eixo,ik
913.38,-103.0,-103.0,saida_eixo,ik
913.48,-103.0,-103.0,saida_eixo,ik
913.58,-103.0,-103.1,saida_eixo,ik
913.68,-103.0,-103.1,saida_eixo,ik
913.78,110.0,-102.3,saida_eixo,ik
913.88,-109.9,-102.6,saida_eixo,ik
913.98,-109.9,-102.7,saida_eixo,ik
914.08,-109.9,-102.7,saida_eixo,ik
914.18,-102.0,-102.8,saida_eixo,ik
914.28,-103.0,-103.0,saida_eixo,ik
914.38,-103.0,-103.0,saida_eixo,ik
914.48,-103.0,-103.0,saida_eixo,ik
914.58,-103.0,-103.0,saida_eixo,ik
914.68,-103.0,-103.0,saida_eixo,ik
914.78,-103.0,-103.0,saida_eixo,ik
914.88,-103.0,-103.0,saida_eixo,ik
914.98,-103.0,-103.0,saida_eixo,ik
915.08,-103.0,-103.0,saida_eixo,ik
915.18,-103.0,-103.0,saida_eixo,ik
915.28,-103.0,-103.0,saida_eixo,ik
915.38,-103.0,-103.0,saida_eixo,ik
915.48,-103.0,-103.0,saida_eixo,ik
915.58,-103.0,-103.0,saida_eixo,ik
915.68,-103.0,-103.0,saida_eixo,ik
915.78,-103.0,-103.0,saida_eixo,ik
915.88,-103.0,-103.0,saida_eixo,ik
915.98,-103.0,-103.0,saida_eixo,ik
916.08,-103.0,-103.0,saida_eixo,ik
916.18,-103.0,-103.0,saida_eixo,ik
916.28,-103.0,-103.0,saida_eixo,ik
916.38,-103.0,-103.0,saida_eixo,ik
916.48,-103.0,-103.0,saida_eixo,ik
916.58,-103.0,-103.0,saida_eixo,ik
916.68,-103.0,-103.0,saida_eixo,ik
916.78,-103.0,-103.0,saida_eixo,ik
916.88,-103.0,-103.0,saida_eixo,ik
916.98,-103.0,-103.0,saida_eixo,ik
917.08,-103.0,-103.0,saida_eixo,ik
917.18,-103.0,-103.0,saida_eixo,ik
917.28,-103.0,-103.0,saida_eixo,ik
917.38,-103.0,-103.0,saida_eixo,ik
917.48,-103.0,-103.0,saida_eixo,ik
917.58,-103.0,-103.0,saida_eixo,ik
917.68,-103.0,-103.0,saida_eixo,ik
917.78,-103.0,-103.0,saida_eixo,ik
917.88,-103.0,-103.0,saida_eixo,ik
917.98,-103.0,-103.0,saida_eixo,ik
918.08,-103.0,-103.0,saida_eixo,ik
918.18,-103.0,-103.0,saida_eixo,ik
918.28,-103.0,-103.0,saida_eixo,ik
918.38,-103.0,-103.0,saida_eixo,ik
918.48,-103.0,-103.0,saida_eixo,ik
918.58,-103.0,-103.0,saida_eixo,ik
918.68,-103.0,-103.0,saida_eixo,ik
918.78,-103.0,-103.0,saida_eixo,ik
918.88,-103.0,-103.0,saida_eixo,ik
918.98,-103.0,-103.0,saida_eixo,ik
919.08,-103.0,-103.0,saida_eixo,ik
919.18,-103.0,-103.0,saida_eixo,ik
919.28,-103.0,-103.0,saida_eixo,ik
919.38,-103.0,-103.0,saida_eixo,ik
919.48,-103.0,-103.0,saida_eixo,ik
919.58,-103.0,-103.0,saida_eixo,ik
919.68,-103.0,-103.0,saida_eixo,ik
919.78,-103.0,-103.0,saida_eixo,ik
919.88,-103.0,-103.0,saida_eixo,ik
919.98,-103.0,-103.0,saida_eixo,ik
920.08,-103.0,-103.0,saida_eixo,ik
920.18,-103.0,-103.0,saida_eixo,ik
920.28,-103.0,-103.0,saida_eixo,ik
920.38,-103.0,-103.0,saida_eixo,ik
920.48,-103.0,-103.0,saida_eixo,ik
920.58,-103.0,-103.0,saida_eixo,ik
920.68,-103.0,-103.0,saida_eixo,ik
920.78,-103.0,-103.0,saida_eixo,ik
920.88,-103.0,-103.0,saida_eixo,ik
920.98,-103.0,-103.0,saida_eixo,ik
921.08,-103.0,-103.0,saida_eixo,ik
921.18,-103.0,-103.0,saida_eixo,ik
921.28,-103.0,-103.0,saida_eixo,ik
921.38,-103.0,-103.0,saida_eixo,ik
921.48,-103.0,-103.0,saida_eixo,ik
921.58,-102.8,-103.0,saida_eixo,ik
921.68,-102.4,-101.6,saida_eixo,ik
921.78,-101.0,-100.0,saida_eixo,ik
921.88,-99.3,-98.4,saida_eixo,ik
921.98,-97.6,-96.7,saida_eixo,ik
922.08,-95.9,-95.0,saida_eixo,ik
922.18,-94.2,-93.2,saida_eixo,ik
922.28,-92.5,-91.5,saida_eixo,ik
922.38,-90.7,-89.8,saida_eixo,ik
922.48,-89.0,-88.1,saida_eixo,ik
922.58,-87.3,-86.4,saida_eixo,ik
922.68,-85.6,-84.7,saida_eixo,ik
922.78,-84.0,-83.0,saida_eixo,ik
922.88,-82.3,-81.3,saida_eixo,ik
922.98,-80.6,-79.6,saida_eixo,ik
923.08,-78.9,-77.9,saida_eixo,ik
923.18,-77.2,-76.3,saida_eixo,ik
923.28,-75.5,-74.6,saida_eixo,ik
923.38,-73.8,-72.9,saida_eixo,ik
923.48,-72.1,-71.2,saida_eixo,ik
923.58,-70.4,-69.5,saida_eixo,ik
923.68,-68.7,-67.8,saida_eixo,ik
923.78,-67.0,-66.1,saida_eixo,ik
923.88,-65.4,-64.4,saida_eixo,ik
923.98,-63.7,-62.7,saida_eixo,ik
924.08,-62.0,-61.0,saida_eixo,ik
924.18,-60.3,-59.3,saida_eixo,ik
924.28,-58.6,-57.6,saida_eixo,ik
924.38,-56.9,-55.9,saida_eixo,ik
924.48,-55.2,-54.2,saida_eixo,ik
924.58,-53.5,-52.6,saida_eixo,ik
924.68,-51.8,-50.9,saida_eixo,ik
924.78,-50.1,-49.2,saida_eixo,ik
924.88,-48.4,-47.5,saida_eixo,ik
924.98,-46.7,-45.8,saida_eixo,ik
925.08,-45.0,-44.1,saida_eixo,ik
925.18,-43.3,-42.4,saida_eixo,ik
925.28,-41.6,-40.7,saida_eixo,ik
925.38,-39.9,-39.0,saida_eixo,ik
925.48,-38.2,-37.3,saida_eixo,ik
925.58,-36.5,-35.6,saida_eixo,ik
925.68,-34.8,-33.9,saida_eixo,ik
925.78,-33.1,-32.2,saida_eixo,ik
925.88,-31.4,-30.5,saida_eixo,ik
925.98,-29.7,-28.8,saida_eixo,ik
926.08,-28.0,-27.1,saida_eixo,ik
926.18,-26.3,-25.3,saida_eixo,ik
926.28,-24.6,-23.6,saida_eixo,ik
926.38,-22.9,-21.9,saida_eixo,ik
926.48,-21.1,-20.2,saida_eixo,ik
926.58,-19.4,-18.5,saida_eixo,ik
926.68,-17.7,-16.8,saida_eixo,ik
926.78,-16.0,-15.1,saida_eixo,ik
926.88,-14.3,-13.4,saida_eixo,ik
926.98,-12.6,-11.7,saida_eixo,ik
927.08,-10.9,-10.0,saida_eixo,ik
927.18,-9.2,-8.3,saida_eixo,ik
927.28,-7.5,-6.5,saida_eixo,ik
927.38,-5.8,-4.8,saida_eixo,ik
927.48,-4.0,-3.1,saida_eixo,ik
927.58,-2.3,-1.4,saida_eixo,ik
927.68,-1.4,-1.1,saida_eixo,ik
927.78,-1.1,-1.0,saida_eixo,ik
927.88,-1.1,-1.0,saida_eixo,ik
927.98,-1.0,-1.0,saida_eixo,ik
928.08,-0.9,-0.9,saida_eixo,ik
928.18,-0.9,-0.9,saida_eixo,ik
928.28,-0.9,-0.9,saida_eixo,ik
928.38,-0.9,-0.9,saida_eixo,ik
928.48,-0.9,-0.9,saida_eixo,ik
928.58,-0.9,-0.9,saida_eixo,ik
928.68,-0.9,-0.9,saida_eixo,ik
928.78,-0.9,-0.9,saida_eixo,ik
928.88,-0.9,-0.9,saida_eixo,ik
928.98,-0.9,-0.9,saida_eixo,ik
929.08,-0.9,-0.9,saida_eixo,ik
929.18,-0.9,-0.9,saida_eixo,ik
929.28,-0.9,-0.9,saida_eixo,ik
929.38,-0.9,-0.9,saida_eixo,ik
929.48,-0.9,-0.9,saida_eixo,ik
929.58,-0.9,-0.9,saida_eixo,ik
929.68,-0.9,-0.9,saida_eixo,ik
929.78,-0.9,-0.9,saida_eixo,ik
929.88,-0.9,-0.9,saida_eixo,ik
929.98,-0.9,-0.9,saida_eixo,ik
930.08,-0.9,-0.9,saida_eixo,ik
930.18,-0.9,-0.9,saida_eixo,ik
930.28,-0.9,-0.9,saida_eixo,ik
930.38,-0.9,-0.9,saida_eixo,ik
930.48,-0.9,-0.9,saida_eixo,ik
930.58,-0.9,-0.9,saida_eixo,ik
930.68,-0.9,-0.9,saida_eixo,ik
930.78,-0.9,-0.9,saida_eixo,ik
930.88,-0.9,-0.9,saida_eixo,ik
930.98,-0.9,-0.9,saida_eixo,ik
931.08,-0.9,-0.9,saida_eixo,ik
931.18,-0.9,-0.9,saida_eixo,ik
931.28,-0.9,-0.9,saida_eixo,ik
931.38,-0.9,-0.9,saida_eixo,ik
931.48,-0.9,-0.9,saida_eixo,ik
931.58,-0.9,-0.9,saida_eixo,ik
931.68,-0.9,-0.9,saida_eixo,ik
931.78,-0.9,-0.9,saida_eixo,ik
931.88,-0.9,-0.9,saida_eixo,ik
931.98,-0.9,-0.9,saida_eixo,ik
932.08,-0.9,-0.9,saida_eixo,ik
932.18,-0.9,-0.9,saida_eixo,ik
932.28,-0.9,-0.9,saida_eixo,ik
932.38,-0.9,-0.9,saida_eixo,ik
932.48,-0.9,-0.9,saida_eixo,ik
932.58,-0.9,-0.9,saida_eixo,ik
932.68,-0.9,-0.9,saida_eixo,ik
932.78,-0.9,-0.9,saida_eixo,ik
932.88,-0.9,-0.9,saida_eixo,ik
932.98,-0.9,-0.9,saida_eixo,ik
933.08,-0.9,-0.9,saida_eixo,ik
933.18,-0.9,-0.9,saida_eixo,ik
933.28,-0.9,-0.9,saida_eixo,ik
933.38,-0.9,-0.9,saida_eixo,ik
933.48,-0.9,-0.9,saida_eixo,ik
933.58,-0.9,-0.9,saida_eixo,ik
933.68,-0.9,-0.9,saida_eixo,ik
933.78,-0.9,-0.9,saida_eixo,ik
933.88,-0.9,-0.9,saida_eixo,ik
933.98,-0.9,-0.9,saida_eixo,ik
934.08,-0.9,-0.9,saida_eixo,ik
934.18,-0.9,-0.9,saida_eixo,ik
934.28,-0.9,-0.9,saida_eixo,ik
934.38,-0.9,-0.9,saida_eixo,ik
934.48,-0.9,-0.9,saida_eixo,ik
934.58,-0.9,-0.9,saida_eixo,ik
934.68,-0.9,-0.9,saida_eixo,ik
934.78,-0.9,-0.9,saida_eixo,ik
934.88,-0.9,-0.9,saida_eixo,ik
934.98,-0.9,-0.9,saida_eixo,ik
935.08,-0.9,-0.9,saida_eixo,ik
935.18,-0.9,-0.9,saida_eixo,ik
935.28,-0.9,-0.9,saida_eixo,ik
935.38,-0.9,-0.9,saida_eixo,ik
935.48,-0.9,-0.9,saida_eixo,ik
935.58,-0.9,-0.9,saida_eixo,ik
935.68,-0.9,-0.9,saida_eixo,ik
935.78,-0.9,-0.9,saida_eixo,ik
935.88,-0.9,-0.9,saida_eixo,ik
935.98,-0.9,-0.9,saida_eixo,ik
936.08,-0.9,-0.9,saida_eixo,ik
936.18,-0.9,-0.9,saida_eixo,ik
936.28,-0.9,-0.9,saida_eixo,ik
936.38,-0.9,-0.9,saida_eixo,ik
936.48,-0.9,-0.9,saida_eixo,ik
936.58,-0.9,-0.9,saida_eixo,ik
936.68,-0.9,-0.9,saida_eixo,ik
936.78,-0.9,-0.9,saida_eixo,ik
936.88,-0.9,-0.9,saida_eixo,ik
936.98,-0.9,-0.9,saida_eixo,ik
937.08,-0.9,-0.9,saida_eixo,ik
937.18,-0.9,-0.9,saida_eixo,ik
937.28,-0.9,-0.9,saida_eixo,ik
937.38,-0.9,-0.9,saida_eixo,ik
937.48,-0.9,-0.9,saida_eixo,ik
937.58,-0.9,-0.9,saida_eixo,ik
937.68,-0.9,-0.9,saida_eixo,ik
937.78,-0.9,-0.9,saida_eixo,ik
937.88,-0.9,-0.9,saida_eixo,ik
937.98,-0.9,-0.9,saida_eixo,ik
938.08,-0.9,-0.9,saida_eixo,ik
938.18,-0.9,-0.9,saida_eixo,ik
938.28,-0.9,-0.9,saida_eixo,ik
938.38,-0.9,-0.9,saida_eixo,ik
938.48,-0.9,-0.9,saida_eixo,ik
938.58,-0.9,-0.9,saida_eixo,ik
938.68,-0.9,-0.9,saida_eixo,ik
938.78,-0.9,-0.9,saida_eixo,ik
938.88,-0.9,-0.9,saida_eixo,ik
938.98,-0.9,-0.9,saida_eixo,ik
939.08,-0.9,-0.9,saida_eixo,ik
939.18,-0.9,-0.9,saida_eixo,ik
939.28,-0.9,-0.9,saida_eixo,ik
939.38,-0.9,-0.9,saida_eixo,ik
939.48,-0.9,-0.9,saida_eixo,ik
939.58,-0.9,-0.9,saida_eixo,ik
939.68,-0.9,-0.9,saida_eixo,ik
939.78,-0.9,-0.9,saida_eixo,ik
939.88,-0.9,-0.9,saida_eixo,ik
939.98,-0.9,-0.9,saida_eixo,ik
940.08,-0.9,-0.9,saida_eixo,ik
940.18,-0.9,-0.9,saida_eixo,ik
940.28,-0.9,-0.9,saida_eixo,ik
940.38,-0.9,-0.9,saida_eixo,ik
940.48,-0.9,-0.9,saida_eixo,ik
940.58,-0.9,-0.9,saida_eixo,ik
940.68,-0.9,-0.9,saida_eixo,ik
940.78,-0.9,-0.9,saida_eixo,ik
940.88,-0.9,-0.9,saida_eixo,ik
940.98,-0.9,-0.9,saida_eixo,ik
941.08,-0.9,-0.9,saida_eixo,ik
941.18,-0.9,-0.9,saida_eixo,ik
941.28,-0.9,-0.9,saida_eixo,ik
941.38,-0.9,-0.9,saida_eixo,ik
941.48,-0.9,-0.9,saida_eixo,ik
941.58,-0.9,-0.9,saida_eixo,ik
941.68,-0.9,-0.9,saida_eixo,ik
941.78,-0.9,-0.9,saida_eixo,ik
941.88,-0.9,-0.9,saida_eixo,ik
941.98,-0.9,-0.9,saida_eixo,ik
942.08,-0.9,-0.9,saida_eixo,ik
942.18,-0.9,-0.9,saida_eixo,ik
942.28,-0.9,-0.9,saida_eixo,ik
942.38,-0.9,-0.9,saida_eixo,ik
942.48,-0.9,-0.9,saida_eixo,ik
942.58,-0.9,-0.9,saida_eixo,ik
942.68,-0.9,-0.9,saida_eixo,ik
942.78,-0.9,-0.9,saida_eixo,ik
942.88,-0.9,-0.9,saida_eixo,ik
942.98,-0.9,-0.9,saida_eixo,ik
943.08,-0.9,-0.9,saida_eixo,ik
943.18,-0.9,-0.9,saida_eixo,ik
943.28,-0.9,-0.9,saida_eixo,ik
943.38,-0.9,-0.9,saida_eixo,ik
943.48,-0.9,-0.9,saida_eixo,ik
943.58,-0.9,-0.9,saida_eixo,ik
943.68,-0.9,-0.9,saida_eixo,ik
943.78,-0.9,-0.9,saida_eixo,ik
943.88,-0.9,-0.9,saida_eixo,ik
943.98,-0.9,-0.9,saida_eixo,ik
944.08,-0.9,-0.9,saida_eixo,ik
944.18,-0.9,-0.9,saida_eixo,ik
944.28,-1.0,-0.9,saida_eixo,ik
944.38,-1.0,-0.9,saida_eixo,ik
944.48,-1.0,-0.9,saida_eixo,ik
944.58,-0.9,-0.9,saida_eixo,ik
944.68,-0.9,-0.9,saida_eixo,ik
944.78,-1.0,-0.9,saida_eixo,ik
944.88,-1.0,-0.9,saida_eixo,ik
944.98,-1.0,-0.9,saida_eixo,ik
945.08,-1.0,-0.9,saida_eixo,ik
945.18,-1.0,-0.9,saida_eixo,ik
945.28,-1.0,-0.9,saida_eixo,ik
945.38,-1.0,-0.9,saida_eixo,ik
945.48,-1.0,-0.9,saida_eixo,ik
945.58,-1.0,-0.9,saida_eixo,ik
945.68,-0.9,-0.9,saida_eixo,ik
945.78,-0.9,-0.9,saida_eixo,ik
945.88,-1.0,-0.9,saida_eixo,ik
945.98,-0.9,-0.9,saida_eixo,ik
946.08,-0.9,-0.9,saida_eixo,ik
946.18,-0.9,-0.9,saida_eixo,ik
946.28,-0.9,-0.9,saida_eixo,ik
946.38,-1.0,-0.9,saida_eixo,ik
946.48,-1.0,-0.9,saida_eixo,ik
946.58,-1.0,-0.9,saida_eixo,ik
946.68,-1.0,-0.9,saida_eixo,ik
946.78,-1.0,-0.9,saida_eixo,ik
946.88,-1.0,-0.9,saida_eixo,ik
946.98,-1.0,-0.9,saida_eixo,ik
947.08,-1.0,-0.9,saida_eixo,ik
947.18,-0.9,-0.9,saida_eixo,ik
947.28,-0.9,-0.9,saida_eixo,ik
947.38,-1.0,-0.9,saida_eixo,ik
947.48,-0.9,-0.9,saida_eixo,ik
947.58,-0.9,-0.9,saida_eixo,ik
947.68,-0.9,-1.0,saida_eixo,ik
947.78,-1.1,-0.9,saida_eixo,ik
947.88,-1.5,-0.9,saida_eixo,ik
