sim,j4_est,j4_true,fase,modo
947.98,-0.9,-0.9,saida_eixo,ik
948.08,-1.3,-0.9,saida_eixo,ik
948.18,-0.6,-0.9,saida_eixo,ik
948.28,-0.6,-0.9,saida_eixo,ik
948.38,-1.4,-0.9,saida_eixo,ik
948.48,-0.8,-0.9,saida_eixo,ik
948.58,-0.8,-0.9,saida_eixo,ik
948.68,-0.5,-0.9,saida_eixo,ik
948.78,-0.5,-0.9,saida_eixo,ik
948.88,-1.4,-0.9,saida_eixo,ik
948.98,-0.8,-0.9,saida_eixo,ik
949.08,-0.8,-0.9,saida_eixo,ik
949.18,-0.6,-0.9,saida_eixo,ik
949.28,-0.6,-0.9,saida_eixo,ik
949.38,-1.3,-0.9,saida_eixo,ik
949.48,-0.7,-0.9,saida_eixo,ik
949.58,-0.7,-0.9,saida_eixo,ik
949.68,-1.5,-0.9,saida_eixo,ik
949.78,-0.9,-0.9,saida_eixo,ik
949.88,-0.9,-0.9,saida_eixo,ik
949.98,-0.7,-0.9,saida_eixo,ik
950.08,-0.7,-0.9,saida_eixo,ik
950.18,-1.5,-0.9,saida_eixo,ik
950.28,-1.0,-0.9,saida_eixo,ik
950.38,-1.0,-0.9,saida_eixo,ik
950.48,-1.0,-0.9,saida_eixo,ik
950.58,-1.0,-0.9,saida_eixo,ik
950.68,-0.5,-0.9,saida_eixo,ik
950.78,-1.0,-0.9,saida_eixo,ik
950.88,-1.0,-0.9,saida_eixo,ik
950.98,-0.6,-0.9,saida_eixo,ik
951.08,-0.6,-0.9,saida_eixo,ik
951.18,-1.4,-0.9,saida_eixo,ik
951.28,-0.8,-0.9,saida_eixo,ik
951.38,-0.8,-0.9,saida_eixo,ik
951.48,-1.6,-0.9,saida_eixo,ik
951.58,-0.9,-0.9,saida_eixo,ik
951.68,-0.9,-0.9,saida_eixo,ik
951.78,-0.6,-0.9,saida_eixo,ik
951.88,-0.6,-0.9,saida_eixo,ik
951.98,-1.4,-0.9,saida_eixo,ik
952.08,-0.8,-0.9,saida_eixo,ik
952.18,-0.8,-0.9,saida_eixo,ik
952.28,-1.6,-0.9,saida_eixo,ik
952.38,-0.9,-0.9,saida_eixo,ik
952.48,-0.9,-1.0,saida_eixo,ik
952.58,-1.0,-0.9,saida_eixo,ik
952.68,-0.9,-0.9,saida_eixo,ik
952.78,-0.9,-0.9,saida_eixo,ik
952.88,-0.9,-0.9,saida_eixo,ik
952.98,-1.0,-0.9,saida_eixo,ik
953.08,-1.0,-0.9,saida_eixo,ik
953.18,-1.0,-0.9,saida_eixo,ik
953.28,-0.9,-0.9,saida_eixo,ik
953.38,-0.9,-0.9,saida_eixo,ik
953.48,-0.9,-0.9,saida_eixo,ik
953.58,-0.9,-0.9,saida_eixo,ik
953.68,-0.9,-0.9,saida_eixo,ik
953.78,-0.9,-0.9,saida_eixo,ik
953.88,-0.9,-0.9,saida_eixo,ik
953.98,-0.9,-0.9,saida_eixo,ik
954.08,-0.9,-0.9,saida_eixo,ik
954.18,-0.9,-0.9,saida_eixo,ik
954.28,-0.9,-0.9,saida_eixo,ik
954.38,-0.9,-0.9,saida_eixo,ik
954.48,-0.9,-0.9,saida_eixo,ik
954.58,-0.9,-0.9,saida_eixo,ik
954.68,-0.9,-0.9,saida_eixo,ik
954.78,-0.9,-0.9,saida_eixo,ik
954.88,-0.9,-0.9,saida_eixo,ik
954.98,-0.9,-0.9,saida_eixo,ik
955.08,-0.9,-0.9,saida_eixo,ik
955.18,-1.3,-0.9,saida_eixo,ik
955.28,-0.9,-0.9,saida_eixo,ik
955.38,-0.9,-0.9,saida_eixo,ik
955.48,-0.9,-0.9,saida_eixo,ik
955.58,-0.9,-1.0,saida_eixo,ik
955.68,-0.9,-0.9,saida_eixo,ik
955.78,-0.9,-0.9,saida_eixo,ik
955.88,-0.9,-0.9,saida_eixo,ik
955.98,-0.9,-0.9,saida_eixo,ik
956.08,-0.9,-0.9,saida_eixo,ik
956.18,-0.9,-0.9,saida_eixo,ik
956.28,-0.9,-0.9,saida_eixo,ik
956.38,-0.9,-0.9,saida_eixo,ik
956.48,-0.9,-0.9,saida_eixo,ik
956.58,-0.9,-0.9,saida_eixo,ik
956.68,-0.9,-0.9,saida_eixo,ik
956.78,-0.9,-0.9,saida_eixo,ik
956.88,-0.9,-0.9,saida_eixo,ik
956.98,-0.9,-0.9,saida_eixo,ik
957.08,-0.9,-0.9,saida_eixo,ik
957.18,-0.9,-0.9,saida_eixo,ik
957.28,-0.9,-0.9,saida_eixo,ik
957.38,-0.9,-0.9,saida_eixo,ik
957.48,-0.9,-0.9,saida_eixo,ik
957.58,-0.9,-0.9,saida_eixo,ik
957.68,-0.9,-0.9,saida_eixo,ik
957.78,-0.9,-0.9,saida_eixo,ik
957.88,-0.9,-0.9,saida_eixo,ik
957.98,-1.0,-0.9,saida_eixo,ik
958.08,-0.9,-0.9,saida_eixo,ik
958.18,-0.9,-0.9,saida_eixo,ik
958.28,-0.9,-0.9,saida_eixo,ik
958.38,-0.9,-0.9,saida_eixo,ik
958.48,-0.9,-0.9,saida_eixo,ik
958.58,-0.9,-0.9,saida_eixo,ik
958.68,-0.9,-0.9,saida_eixo,ik
958.78,-0.6,-0.9,saida_eixo,ik
958.88,-0.6,-0.9,saida_eixo,ik
958.98,-1.4,-0.9,saida_eixo,ik
959.08,-0.7,-0.9,saida_eixo,ik
959.18,-0.7,-0.9,saida_eixo,ik
959.28,-1.6,-0.9,saida_eixo,ik
959.38,-1.0,-0.9,saida_eixo,ik
959.48,-1.0,-0.9,saida_eixo,ik
959.58,-1.0,-0.9,saida_eixo,ik
959.68,-1.0,-0.9,saida_eixo,ik
959.78,-0.5,-0.9,saida_eixo,ik
959.88,-0.5,-0.9,saida_eixo,ik
959.98,-1.5,-0.9,saida_eixo,ik
960.08,-0.8,-0.9,saida_eixo,ik
960.18,-0.8,-0.9,saida_eixo,ik
960.28,-0.9,-0.9,saida_eixo,ik
960.38,-0.9,-0.9,saida_eixo,ik
960.48,-0.9,-0.9,saida_eixo,ik
960.58,-0.6,-0.9,saida_eixo,ik
960.68,-0.6,-0.9,saida_eixo,ik
960.78,-1.5,-0.9,saida_eixo,ik
960.88,-0.9,-0.9,saida_eixo,ik
960.98,-0.9,-0.9,saida_eixo,ik
961.08,-0.7,-0.9,saida_eixo,ik
961.18,-0.7,-0.9,saida_eixo,ik
961.28,-1.6,-0.9,saida_eixo,ik
961.38,-0.9,-0.9,saida_eixo,ik
961.48,-0.9,-0.9,saida_eixo,ik
961.58,-0.5,-0.9,saida_eixo,ik
961.68,-0.5,-0.9,saida_eixo,ik
961.78,-1.4,-0.9,saida_eixo,ik
961.88,-0.8,-1.0,saida_eixo,ik
961.98,-0.8,-0.9,saida_eixo,ik
962.08,-0.8,-1.0,saida_eixo,ik
962.18,-1.0,-0.9,saida_eixo,ik
962.28,-0.9,-0.9,saida_eixo,ik
962.38,-0.9,-0.9,saida_eixo,ik
962.48,-0.9,-0.9,saida_eixo,ik
962.58,-0.9,-0.9,saida_eixo,ik
962.68,-0.9,-0.9,saida_eixo,ik
962.78,-0.9,-0.9,saida_eixo,ik
962.88,-0.9,-0.9,saida_eixo,ik
962.98,-0.9,-0.9,saida_eixo,ik
963.08,-0.9,-0.9,saida_eixo,ik
963.18,-0.9,-0.9,saida_eixo,ik
963.28,-0.9,-0.9,saida_eixo,ik
963.38,-0.9,-0.9,saida_eixo,ik
963.48,-0.9,-0.9,saida_eixo,ik
963.58,-0.9,-0.9,saida_eixo,ik
963.68,-0.9,-0.9,saida_eixo,ik
963.78,-0.9,-0.9,saida_eixo,ik
963.88,-0.9,-0.9,saida_eixo,ik
963.98,-0.9,-0.9,saida_eixo,ik
964.08,-0.9,-0.9,saida_eixo,ik
964.18,-0.9,-0.9,saida_eixo,ik
964.28,-0.9,-0.9,saida_eixo,ik
964.38,-0.9,-0.9,saida_eixo,ik
964.48,-0.9,-0.9,saida_eixo,ik
964.58,-0.9,-0.9,saida_eixo,ik
964.68,-0.9,-0.9,saida_eixo,ik
964.78,-0.9,-0.9,saida_eixo,ik
964.88,-0.9,-0.9,saida_eixo,ik
964.98,-0.9,-0.9,saida_eixo,ik
965.08,-0.9,-0.9,saida_eixo,ik
965.18,-0.9,-0.9,saida_eixo,ik
965.28,-0.9,-0.9,saida_eixo,ik
965.38,-0.9,-0.9,saida_eixo,ik
965.48,-0.9,-0.9,saida_eixo,ik
965.58,-0.9,-0.9,saida_eixo,ik
965.68,-0.9,-0.9,saida_eixo,ik
965.78,-0.9,-0.9,saida_eixo,ik
965.88,-0.9,-0.9,saida_eixo,ik
965.98,-0.9,-0.9,saida_eixo,ik
966.08,-0.9,-0.9,saida_eixo,ik
966.18,-0.9,-0.9,saida_eixo,ik
966.28,-0.9,-0.9,saida_eixo,ik
966.38,-0.9,-0.9,saida_eixo,ik
966.48,-0.9,-0.9,saida_eixo,ik
966.58,-0.9,-0.9,saida_eixo,ik
966.68,-0.9,-0.9,saida_eixo,ik
966.78,-0.9,-0.9,saida_eixo,ik
966.88,-0.9,-0.9,saida_eixo,ik
966.98,-0.9,-0.9,saida_eixo,ik
967.08,-0.9,-0.9,saida_eixo,ik
967.18,-0.9,-0.9,saida_eixo,ik
967.28,-0.9,-0.9,saida_eixo,ik
967.38,-0.9,-0.9,saida_eixo,ik
967.48,-0.9,-0.9,saida_eixo,ik
967.58,-0.9,-0.9,saida_eixo,ik
967.68,-0.9,-0.9,saida_eixo,ik
967.78,-0.9,-0.9,saida_eixo,ik
967.88,-0.9,-0.9,saida_eixo,ik
967.98,-0.9,-0.9,saida_eixo,ik
968.08,-0.9,-0.9,saida_eixo,ik
968.18,-0.9,-0.9,saida_eixo,ik
968.28,-0.9,-0.9,saida_eixo,ik
968.38,-0.9,-0.9,saida_eixo,ik
968.48,-0.9,-0.9,saida_eixo,ik
968.58,-0.9,-0.9,saida_eixo,ik
968.68,-0.9,-0.9,saida_eixo,ik
968.78,-0.9,-0.9,saida_eixo,ik
968.88,-0.9,-0.9,saida_eixo,ik
968.98,-0.9,-0.9,saida_eixo,ik
969.08,-0.9,-0.9,saida_eixo,ik
969.18,-0.9,-0.9,saida_eixo,ik
969.28,-0.9,-0.9,saida_eixo,ik
969.38,-0.9,-0.9,saida_eixo,ik
969.48,-0.9,-0.9,saida_eixo,ik
969.58,-0.9,-0.9,saida_eixo,ik
969.68,-0.9,-0.9,saida_eixo,ik
969.78,-0.9,-0.9,saida_eixo,ik
969.88,-0.9,-0.9,saida_eixo,ik
969.98,-0.9,-0.9,saida_eixo,ik
970.08,-0.9,-0.9,saida_eixo,ik
970.18,-0.9,-0.9,saida_eixo,ik
970.28,-0.9,-0.9,saida_eixo,ik
970.38,-0.9,-0.9,saida_eixo,ik
970.48,-0.9,-0.9,saida_eixo,ik
970.58,-0.9,-0.9,saida_eixo,ik
970.68,-0.9,-0.9,saida_eixo,ik
970.78,-0.9,-0.9,saida_eixo,ik
970.88,-0.9,-0.9,saida_eixo,ik
970.98,-0.9,-0.9,saida_eixo,ik
971.08,-0.9,-0.9,saida_eixo,ik
971.18,-0.9,-0.9,saida_eixo,ik
971.28,-0.9,-0.9,saida_eixo,ik
971.38,-0.9,-0.9,saida_eixo,ik
971.48,-0.9,-0.3,saida_eixo,ik
971.58,0.3,1.1,saida_eixo,ik
971.68,1.8,2.6,saida_eixo,ik
971.78,3.4,4.3,saida_eixo,ik
971.88,5.1,6.0,saida_eixo,ik
971.98,6.8,7.7,saida_eixo,ik
972.08,7.7,9.4,saida_eixo,ik
972.18,9.5,11.1,saida_eixo,ik
972.28,11.2,12.8,saida_eixo,ik
972.38,13.0,14.5,saida_eixo,ik
972.48,14.6,16.3,saida_eixo,ik
972.58,16.4,18.0,saida_eixo,ik
972.68,18.1,19.7,saida_eixo,ik
972.78,19.8,21.4,saida_eixo,ik
972.88,21.6,23.1,saida_eixo,ik
972.98,23.3,24.9,saida_eixo,ik
973.08,25.0,26.6,saida_eixo,ik
973.18,26.8,28.3,saida_eixo,ik
973.28,28.5,30.0,saida_eixo,ik
973.38,30.3,31.8,saida_eixo,ik
973.48,32.0,33.5,saida_eixo,ik
973.58,33.7,35.2,saida_eixo,ik
973.68,35.5,36.9,saida_eixo,ik
973.78,37.1,38.7,saida_eixo,ik
973.88,39.0,40.4,saida_eixo,ik
973.98,40.8,42.1,saida_eixo,ik
974.08,42.6,43.9,saida_eixo,ik
974.18,44.4,45.6,saida_eixo,ik
974.28,46.2,47.3,saida_eixo,ik
974.38,48.1,49.1,saida_eixo,ik
974.48,50.7,50.8,saida_eixo,ik
974.58,52.5,52.5,saida_eixo,ik
974.68,54.5,54.3,saida_eixo,ik
974.78,56.5,56.0,saida_eixo,ik
974.88,58.7,57.7,saida_eixo,ik
974.98,61.0,59.5,saida_eixo,ik
975.08,63.3,61.2,saida_eixo,ik
975.18,65.8,63.0,saida_eixo,ik
975.28,68.3,64.7,saida_eixo,ik
975.38,70.7,66.4,saida_eixo,ik
975.48,73.0,68.1,saida_eixo,ik
975.58,74.9,69.9,saida_eixo,ik
975.68,75.7,71.7,saida_eixo,ik
975.78,74.6,73.4,saida_eixo,ik
975.88,74.7,75.1,saida_eixo,ik
975.98,76.1,76.9,saida_eixo,ik
976.08,77.8,78.5,saida_eixo,ik
976.18,78.8,79.0,saida_eixo,ik
976.28,79.2,79.2,saida_eixo,ik
976.38,79.4,79.3,saida_eixo,ik
976.48,79.4,79.3,saida_eixo,ik
976.58,79.4,79.4,saida_eixo,ik
976.68,79.5,79.4,saida_eixo,ik
976.78,79.4,79.4,saida_eixo,ik
976.88,79.4,79.4,saida_eixo,ik
976.98,79.4,79.4,saida_eixo,ik
977.08,79.4,79.4,saida_eixo,ik
977.18,79.4,79.4,saida_eixo,ik
977.28,79.4,79.4,saida_eixo,ik
977.38,79.4,79.4,saida_eixo,ik
977.48,79.4,79.3,saida_eixo,ik
977.58,79.4,79.3,saida_eixo,ik
977.68,79.3,79.4,saida_eixo,ik
977.78,79.4,79.4,saida_eixo,ik
977.88,79.4,79.4,saida_eixo,ik
977.98,79.4,79.5,saida_eixo,ik
978.08,79.5,79.5,saida_eixo,ik
978.18,79.5,79.5,saida_eixo,ik
978.28,79.5,79.5,saida_eixo,ik
978.38,79.5,79.5,saida_eixo,ik
978.48,79.5,79.5,saida_eixo,ik
978.58,79.5,79.5,saida_eixo,ik
978.68,79.5,79.5,saida_eixo,ik
978.78,79.5,79.5,saida_eixo,ik
978.88,79.5,79.5,saida_eixo,ik
978.98,79.5,79.5,saida_eixo,ik
979.08,79.5,79.5,saida_eixo,ik
979.18,79.4,79.5,saida_eixo,ik
979.28,79.4,79.5,saida_eixo,ik
979.38,79.4,79.5,saida_eixo,ik
979.48,79.4,79.5,saida_eixo,ik
979.58,79.6,79.5,saida_eixo,ik
979.68,79.6,79.5,saida_eixo,ik
979.78,79.6,79.5,saida_eixo,ik
979.88,79.6,79.5,saida_eixo,ik
979.98,79.5,79.5,saida_eixo,ik
980.08,79.5,79.5,saida_eixo,ik
980.18,79.5,79.5,saida_eixo,ik
980.28,79.5,79.5,saida_eixo,ik
980.38,79.5,79.5,saida_eixo,ik
980.48,79.5,79.5,saida_eixo,ik
980.58,79.5,79.5,saida_eixo,ik
980.68,79.5,79.5,saida_eixo,ik
980.78,79.5,79.5,saida_eixo,ik
980.88,79.5,79.5,saida_eixo,ik
980.98,79.5,79.5,saida_eixo,ik
981.08,79.5,79.5,saida_eixo,ik
981.18,79.5,79.5,saida_eixo,ik
981.28,79.5,79.5,saida_eixo,ik
981.38,79.5,79.5,saida_eixo,ik
981.48,79.5,79.5,saida_eixo,ik
981.58,79.5,79.5,saida_eixo,ik
981.68,79.5,79.5,saida_eixo,ik
981.78,79.5,79.5,saida_eixo,ik
981.88,79.5,79.5,saida_eixo,ik
981.98,79.5,79.5,saida_eixo,ik
982.08,79.5,79.5,saida_eixo,ik
982.18,79.5,79.5,saida_eixo,ik
982.28,79.5,79.5,saida_eixo,ik
982.38,79.5,79.5,saida_eixo,ik
982.48,79.5,79.6,saida_eixo,ik
982.58,79.5,79.5,saida_eixo,ik
982.68,79.5,79.5,saida_eixo,ik
982.78,79.5,79.5,saida_eixo,ik
982.88,79.2,79.5,saida_eixo,ik
982.98,79.2,79.5,saida_eixo,ik
983.08,80.2,79.5,saida_eixo,ik
983.18,79.4,79.5,saida_eixo,ik
983.28,79.4,79.5,saida_eixo,ik
983.38,79.1,79.5,saida_eixo,ik
983.48,79.1,79.5,saida_eixo,ik
983.58,80.2,79.5,saida_eixo,ik
983.68,79.4,79.5,saida_eixo,ik
983.78,79.4,79.5,saida_eixo,ik
983.88,79.0,79.5,saida_eixo,ik
983.98,79.0,79.5,saida_eixo,ik
984.08,80.0,79.5,saida_eixo,ik
984.18,79.3,79.5,saida_eixo,ik
984.28,79.3,79.5,saida_eixo,ik
984.38,80.4,79.5,saida_eixo,ik
984.48,79.5,79.5,saida_eixo,ik
984.58,79.5,79.5,saida_eixo,ik
984.68,79.1,79.5,saida_eixo,ik
984.78,79.1,79.5,saida_eixo,ik
984.88,80.2,79.5,saida_eixo,ik
984.98,79.4,79.5,saida_eixo,ik
985.08,79.4,79.5,saida_eixo,ik
985.18,80.3,79.5,saida_eixo,ik
985.28,79.5,79.4,saida_eixo,ik
985.38,79.2,79.4,saida_eixo,ik
985.48,79.5,79.5,saida_eixo,ik
985.58,79.5,79.5,saida_eixo,ik
985.68,79.5,79.5,saida_eixo,ik
985.78,79.5,79.5,saida_eixo,ik
985.88,79.5,79.5,saida_eixo,ik
985.98,79.5,79.5,saida_eixo,ik
986.08,79.5,79.5,saida_eixo,ik
986.18,79.5,79.5,saida_eixo,ik
986.28,79.5,79.5,saida_eixo,ik
986.38,79.5,79.5,saida_eixo,ik
986.48,79.5,79.5,saida_eixo,ik
986.58,79.5,79.5,saida_eixo,ik
986.68,79.5,79.5,saida_eixo,ik
986.78,79.5,79.5,saida_eixo,ik
986.88,79.5,79.5,saida_eixo,ik
986.98,79.5,79.5,saida_eixo,ik
987.08,79.5,79.5,saida_eixo,ik
987.18,79.5,79.5,saida_eixo,ik
987.28,79.5,79.5,saida_eixo,ik
987.38,79.5,79.5,saida_eixo,ik
987.48,79.5,79.5,saida_eixo,ik
987.58,79.5,79.5,saida_eixo,ik
987.68,79.5,79.5,saida_eixo,ik
987.78,79.6,79.5,saida_eixo,ik
987.88,79.6,79.5,saida_eixo,ik
987.98,79.6,79.5,saida_eixo,ik
988.08,79.6,79.5,saida_eixo,ik
988.18,79.6,79.5,saida_eixo,ik
988.28,79.6,79.5,saida_eixo,ik
988.38,79.5,79.5,saida_eixo,ik
988.48,79.5,79.5,saida_eixo,ik
988.58,79.5,79.5,saida_eixo,ik
988.68,79.5,79.5,saida_eixo,ik
988.78,79.5,79.5,saida_eixo,ik
988.88,79.5,79.5,saida_eixo,ik
988.98,79.5,79.5,saida_eixo,ik
989.08,80.2,81.0,saida_eixo,ik
989.18,81.8,82.9,saida_eixo,ik
989.28,83.8,84.7,saida_eixo,ik
989.38,85.5,86.5,saida_eixo,ik
989.48,87.3,87.7,saida_eixo,ik
989.58,87.7,87.7,saida_eixo,ik
989.68,87.7,87.7,saida_eixo,ik
989.78,87.7,87.7,saida_eixo,ik
989.88,87.7,87.7,saida_eixo,ik
989.98,87.7,87.7,saida_eixo,ik
990.08,87.7,87.6,saida_eixo,ik
990.18,87.6,87.6,saida_eixo,ik
990.28,87.6,87.6,saida_eixo,ik
990.38,87.6,87.7,saida_eixo,ik
990.48,87.6,87.6,saida_eixo,ik
990.58,87.6,87.6,saida_eixo,ik
990.68,87.6,87.6,saida_eixo,ik
990.78,87.6,87.6,saida_eixo,ik
990.88,87.6,87.6,saida_eixo,ik
990.98,87.6,87.6,saida_eixo,ik
991.08,87.6,87.6,saida_eixo,ik
991.18,87.6,87.6,saida_eixo,ik
991.28,87.6,87.6,saida_eixo,ik
991.38,87.6,87.6,saida_eixo,ik
991.48,87.6,87.6,saida_eixo,ik
991.58,87.6,87.6,saida_eixo,ik
991.68,87.6,87.6,orienta,ik
991.78,87.6,87.6,orienta,ik
991.88,87.6,87.6,orienta,ik
991.98,87.6,87.6,orienta,ik
992.08,87.6,87.6,orienta,ik
992.18,87.6,87.6,orienta,ik
992.28,87.6,87.6,orienta,ik
992.38,87.6,87.0,orienta,ik
992.48,86.5,85.7,orienta,ik
992.58,85.0,84.1,orienta,ik
992.68,83.5,82.4,orienta,ik
992.78,81.7,80.8,orienta,ik
992.88,80.0,79.5,orienta,ik
992.98,79.3,79.1,orienta,ik
993.08,78.9,78.9,orienta,ik
993.18,78.8,78.8,orienta,ik
993.28,78.7,78.8,orienta,ik
993.38,78.6,78.8,orienta,ik
993.48,78.7,78.8,orienta,ik
993.58,78.5,78.8,orienta,ik
993.68,78.5,78.8,orienta,ik
993.78,78.3,78.8,orienta,ik
993.88,78.2,78.8,orienta,ik
993.98,78.1,78.7,orienta,ik
994.08,77.8,78.7,orienta,ik
994.18,77.6,78.6,orienta,ik
994.28,77.2,78.6,orienta,ik
994.38,76.8,78.6,orienta,ik
994.48,79.0,78.5,orienta,ik
994.58,78.6,78.6,orienta,ik
994.68,78.6,78.6,orienta,ik
994.78,78.6,78.6,orienta,ik
994.88,78.6,78.6,orienta,ik
994.98,78.6,78.6,orienta,ik
995.08,78.6,78.6,orienta,ik
995.18,78.6,78.6,orienta,ik
995.28,78.6,78.6,orienta,ik
995.38,78.6,78.6,orienta,ik
995.48,78.6,78.6,orienta,ik
995.58,78.6,78.6,orienta,ik
995.68,78.6,78.6,orienta,ik
995.78,78.6,78.6,aproxima_lateral,ik
995.88,78.6,78.6,aproxima_lateral,ik
995.98,78.6,78.6,aproxima_lateral,ik
996.08,78.6,78.6,aproxima_lateral,ik
996.18,78.6,78.6,aproxima_lateral,ik
996.28,78.6,78.6,aproxima_lateral,ik
996.38,78.6,78.6,aproxima_lateral,ik
996.48,78.6,79.9,aproxima_lateral,ik
996.58,80.6,81.4,aproxima_lateral,ik
996.68,81.3,81.7,aproxima_lateral,ik
996.78,81.5,81.8,aproxima_lateral,ik
996.88,81.9,81.9,aproxima_lateral,ik
996.98,81.9,81.9,aproxima_lateral,ik
997.08,81.9,81.9,aproxima_lateral,ik
997.18,81.9,81.9,aproxima_lateral,ik
997.28,81.9,81.9,aproxima_lateral,ik
997.38,81.9,81.9,aproxima_lateral,ik
997.48,81.9,82.0,aproxima_lateral,ik
997.58,81.9,82.0,aproxima_lateral,ik
997.68,81.9,82.0,aproxima_lateral,ik
997.78,81.9,82.1,aproxima_lateral,ik
997.88,81.9,82.1,aproxima_lateral,ik
997.98,81.9,82.1,aproxima_lateral,ik
998.08,81.9,82.2,atravessa,ik
998.18,81.9,82.2,atravessa,ik
998.28,81.9,82.2,atravessa,ik
998.38,81.9,82.3,atravessa,ik
998.48,81.9,82.3,atravessa,ik
998.58,81.9,82.3,atravessa,ik
998.68,81.9,82.4,atravessa,ik
998.78,83.0,83.6,atravessa,ik
998.88,84.1,84.1,atravessa,ik
998.98,84.2,84.2,atravessa,ik
999.08,84.2,84.2,atravessa,ik
999.18,84.2,84.2,atravessa,ik
999.28,84.2,84.3,atravessa,ik
999.38,84.2,84.3,atravessa,ik
999.48,84.2,84.3,atravessa,ik
999.58,84.2,84.3,atravessa,ik
999.68,84.2,84.3,atravessa,ik
999.78,84.2,84.3,atravessa,ik
999.88,84.2,84.3,atravessa,ik
999.98,84.2,84.3,atravessa,ik
1000.08,84.2,84.4,captura,ik
1000.18,84.2,84.4,captura,ik
1000.28,84.2,84.4,captura,ik
1000.38,84.2,84.4,captura,ik
1000.48,84.2,84.4,captura,ik
1000.58,84.2,84.4,destrava,wb
1000.68,84.2,84.4,destrava,wb
1000.78,84.2,84.4,destrava,wb
1000.88,84.2,84.4,destrava,wb
1000.98,84.2,84.4,destrava,wb
1001.08,84.2,84.3,destrava,wb
1001.18,84.2,84.3,destrava,wb
1001.28,84.2,84.3,destrava,wb
1001.38,84.2,84.2,destrava,wb
1001.48,84.3,84.3,destrava,wb
1001.58,84.3,84.2,destrava,wb
1001.68,84.3,84.2,destrava,wb
1001.78,84.3,84.2,destrava,wb
1001.88,84.3,84.2,destrava,wb
1001.98,84.3,84.3,destrava,wb
1002.08,84.3,84.2,destrava,wb
1002.18,84.3,84.2,destrava,wb
1002.28,84.3,84.1,destrava,wb
1002.38,84.3,84.0,destrava,wb
1002.48,84.3,83.9,destrava,wb
1002.58,84.3,83.8,destrava,wb
1002.68,84.3,83.7,destrava,wb
1002.78,84.3,83.7,destrava,wb
1002.88,84.3,84.0,destrava,wb
1002.98,84.3,84.0,destrava,wb
1003.08,84.3,84.1,destrava,wb
1003.18,84.1,84.3,destrava,wb
1003.28,84.1,84.3,destrava,wb
1003.38,84.1,84.4,destrava,wb
1003.48,84.1,84.6,destrava,wb
1003.58,84.1,84.6,destrava,wb
1003.68,84.1,84.7,destrava,wb
1003.78,84.1,84.8,destrava,wb
1003.88,84.1,84.8,destrava,wb
1003.98,84.1,84.8,destrava,wb
1004.08,84.8,84.8,destrava,wb
1004.18,84.8,84.8,destrava,wb
1004.28,84.8,85.0,destrava,wb
1004.38,84.8,84.8,destrava,wb
1004.48,84.8,84.6,destrava,wb
1004.58,84.8,84.5,destrava,wb
1004.68,84.8,84.4,destrava,wb
1004.78,84.8,84.6,destrava,wb
1004.88,84.8,84.6,destrava,wb
1004.98,84.8,84.8,destrava,wb
1005.08,84.8,84.7,destrava,wb
1005.18,84.8,84.8,destrava,wb
1005.28,84.8,85.0,destrava,wb
1005.38,84.8,85.2,destrava,wb
1005.48,84.8,85.1,destrava,wb
1005.58,84.8,85.4,destrava,wb
1005.68,84.8,85.3,destrava,wb
1005.78,84.8,85.3,destrava,wb
1005.88,84.8,85.3,destrava,wb
1005.98,84.8,85.3,destrava,wb
1006.08,84.8,85.4,destrava,wb
1006.18,85.4,85.5,destrava,wb
1006.28,85.4,85.5,destrava,wb
1006.38,85.4,85.5,destrava,wb
1006.48,85.4,85.6,destrava,wb
1006.58,85.4,85.6,destrava,wb
1006.68,85.4,85.6,destrava,wb
1006.78,85.4,85.7,destrava,wb
1006.88,85.4,85.7,destrava,wb
1006.98,85.4,85.8,destrava,wb
1007.08,85.4,85.8,destrava,wb
1007.18,85.4,85.8,destrava,wb
1007.28,85.4,85.9,destrava,wb
1007.38,85.4,85.9,destrava,wb
1007.48,85.4,86.1,destrava,wb
1007.58,85.4,86.2,destrava,wb
1007.68,85.4,86.1,destrava,wb
1007.78,85.4,86.3,destrava,wb
1007.88,86.2,86.2,destrava,wb
1007.98,86.2,86.2,destrava,wb
1008.08,86.2,86.2,destrava,wb
1008.18,86.2,86.0,destrava,wb
1008.28,86.2,86.1,destrava,wb
1008.38,86.2,86.1,destrava,wb
1008.48,86.2,86.2,destrava,wb
1008.58,86.2,86.2,destrava,wb
1008.68,86.2,86.4,destrava,wb
1008.78,86.2,86.4,destrava,wb
1008.88,86.2,86.3,destrava,wb
1008.98,86.2,86.5,destrava,wb
1009.08,86.2,86.4,destrava,wb
1009.18,86.2,86.4,destrava,wb
1009.28,86.2,86.4,destrava,wb
1009.38,86.2,86.4,destrava,wb
1009.48,86.2,86.5,destrava,wb
1009.58,86.2,86.4,destrava,wb
1009.68,86.2,86.4,destrava,wb
1009.78,86.2,86.4,destrava,wb
1009.88,86.2,86.5,destrava,wb
1009.98,86.2,86.7,destrava,wb
1010.08,86.2,86.6,destrava,wb
1010.18,86.2,86.4,destrava,wb
1010.28,86.2,86.4,destrava,wb
1010.38,86.2,86.5,destrava,wb
1010.48,86.2,86.5,destrava,wb
1010.58,86.2,86.6,destrava,wb
1010.68,86.2,86.8,destrava,wb
1010.78,86.8,87.1,destrava,wb
