wall,sim,lingueta_mm,lamina_deg,fase
1788444018.25,854.30,0.00,0.00,
1788444018.35,854.40,-0.00,0.00,
1788444018.46,854.50,0.00,0.00,
1788444018.56,854.60,0.01,0.00,
1788444018.66,854.70,-0.00,0.00,
1788444018.76,854.80,0.00,0.00,
1788444018.87,854.90,0.01,0.00,
1788444018.97,855.00,0.01,0.00,
1788444019.07,855.10,0.00,0.00,
1788444019.17,855.20,0.00,0.00,
1788444019.27,855.30,0.00,0.00,
1788444019.37,855.40,-0.00,0.00,
1788444019.47,855.50,0.00,0.00,
1788444019.57,855.60,-0.00,0.00,
1788444019.67,855.70,0.00,0.00,
1788444019.77,855.80,-0.00,0.00,
1788444019.88,855.90,0.01,0.00,
1788444019.98,856.00,0.01,0.00,
1788444020.08,856.10,0.00,0.00,
1788444020.18,856.20,0.01,0.00,
1788444020.28,856.30,0.01,0.00,
1788444020.38,856.40,0.01,0.00,
1788444020.48,856.50,-0.00,0.00,
1788444020.59,856.60,0.00,0.00,
1788444020.69,856.70,0.00,0.00,
1788444020.79,856.80,-0.00,0.00,
1788444020.89,856.90,0.00,0.00,
1788444020.99,857.00,0.01,0.00,
1788444021.09,857.10,-0.00,0.00,
1788444021.19,857.20,-0.00,0.00,
1788444021.30,857.30,0.00,0.00,
1788444021.40,857.40,0.01,0.00,
1788444021.50,857.50,0.00,0.00,
1788444021.60,857.60,-0.00,0.00,
1788444021.70,857.70,-0.00,0.00,
1788444021.81,857.80,-0.00,0.00,
1788444021.90,857.90,-0.00,0.00,
1788444022.00,858.00,-0.00,0.00,
1788444022.10,858.10,0.00,0.00,
1788444022.21,858.20,-0.00,0.00,
1788444022.31,858.30,0.01,0.00,
1788444022.41,858.40,-0.00,0.00,
1788444022.51,858.50,0.00,0.00,
1788444022.61,858.60,0.00,0.00,
1788444022.71,858.70,0.00,0.00,
1788444022.81,858.80,-0.00,0.00,
1788444022.92,858.90,-0.00,0.00,
1788444023.02,859.00,0.00,0.00,
1788444023.12,859.10,0.00,0.00,
1788444023.22,859.20,0.01,0.00,
1788444023.32,859.30,-0.00,0.00,
1788444023.42,859.40,-0.00,0.00,
1788444023.52,859.50,-0.00,0.00,
1788444023.63,859.60,-0.00,0.00,
1788444023.73,859.70,0.00,0.00,
1788444023.82,859.80,-0.00,0.00,
1788444023.93,859.90,0.00,0.00,
1788444024.03,860.00,-0.00,0.00,
1788444024.13,860.10,0.00,0.00,
1788444024.24,860.20,-0.00,0.00,
1788444024.34,860.30,-0.00,0.00,
1788444024.44,860.40,0.01,0.00,
1788444024.54,860.50,0.01,0.00,
1788444024.64,860.60,0.01,0.00,
1788444024.74,860.70,0.01,0.00,
1788444024.84,860.80,0.00,0.00,
1788444024.94,860.90,0.01,0.00,
1788444025.04,861.00,0.01,0.00,
1788444025.14,861.10,-0.00,0.00,
1788444025.25,861.20,-0.00,0.00,
1788444025.35,861.30,-0.00,0.00,
1788444025.45,861.40,0.01,0.00,
1788444025.55,861.50,0.00,0.00,
1788444025.65,861.60,0.00,0.00,
1788444025.75,861.70,0.00,0.00,
1788444025.85,861.80,-0.00,0.00,
1788444025.95,861.90,0.00,0.00,
1788444026.05,862.00,0.01,0.00,
1788444026.16,862.10,0.00,0.00,
1788444026.25,862.20,0.01,0.00,
1788444026.36,862.30,0.00,0.00,
1788444026.46,862.40,0.00,0.00,
1788444026.56,862.50,0.01,0.00,
1788444026.66,862.60,0.00,0.00,
1788444026.76,862.70,-0.00,0.00,
1788444026.86,862.80,-0.00,0.00,
1788444026.97,862.90,0.01,0.00,
1788444027.07,863.00,-0.00,0.00,
1788444027.17,863.10,0.01,0.00,
1788444027.27,863.20,-0.01,0.00,
1788444027.37,863.30,0.00,0.00,
1788444027.47,863.40,-0.00,0.00,
1788444027.58,863.50,0.00,0.00,
1788444027.68,863.60,-0.00,0.00,
1788444027.78,863.70,0.00,0.00,
1788444027.88,863.80,0.01,0.00,
1788444027.98,863.90,0.01,0.00,
1788444028.08,864.00,0.00,0.00,
1788444028.18,864.10,0.01,0.00,
1788444028.28,864.20,0.00,0.00,
1788444028.38,864.30,-0.00,0.00,
1788444028.48,864.40,0.00,0.00,
1788444028.58,864.50,0.00,0.00,
1788444028.69,864.60,0.00,0.00,
1788444028.78,864.70,0.00,0.00,
1788444028.88,864.80,0.01,0.00,
1788444028.99,864.90,0.00,0.00,
1788444029.09,865.00,-0.01,0.00,
1788444029.19,865.10,-0.00,0.00,
1788444029.29,865.20,-0.00,0.00,
1788444029.39,865.30,0.01,0.00,
1788444029.49,865.40,0.01,0.00,
1788444029.59,865.50,0.00,0.00,
1788444029.69,865.60,0.00,0.00,
1788444029.79,865.70,-0.00,0.00,
1788444029.89,865.80,-0.00,0.00,
1788444030.00,865.90,0.00,0.00,
1788444030.10,866.00,0.01,0.00,
1788444030.20,866.10,0.01,0.00,
1788444030.30,866.20,0.00,0.00,
1788444030.40,866.30,0.01,0.00,
1788444030.50,866.40,0.01,0.00,
1788444030.60,866.50,0.00,0.00,
1788444030.70,866.60,0.00,0.00,
1788444030.80,866.70,0.00,0.00,
1788444030.90,866.80,0.00,0.00,
1788444031.01,866.90,0.01,0.00,
1788444031.10,867.00,0.00,0.00,
1788444031.20,867.10,0.01,0.00,
1788444031.31,867.20,-0.00,0.00,
1788444031.41,867.30,-0.00,0.00,
1788444031.51,867.40,-0.01,0.00,
1788444031.61,867.50,0.00,0.00,
1788444031.71,867.60,-0.00,0.00,
1788444031.81,867.70,0.01,0.00,
1788444031.91,867.80,0.01,0.00,
1788444032.02,867.90,0.00,0.00,
1788444032.11,868.00,-0.00,0.00,
1788444032.21,868.10,0.01,0.00,
1788444032.31,868.20,0.01,0.00,
1788444032.41,868.30,-0.00,0.00,
1788444032.51,868.40,0.00,0.00,
1788444032.64,868.50,0.00,0.00,
1788444032.73,868.60,-0.00,0.00,
1788444032.83,868.70,0.01,0.00,
1788444032.93,868.80,-0.00,0.00,
1788444033.04,868.90,0.01,0.00,
1788444033.14,869.00,0.00,0.00,
1788444033.24,869.10,0.00,0.00,
1788444033.34,869.20,0.01,0.00,
1788444033.44,869.30,-0.00,0.00,
1788444033.54,869.40,0.01,0.00,
1788444033.64,869.50,0.01,0.00,
1788444033.74,869.60,0.01,0.00,
1788444033.84,869.70,0.01,0.00,
1788444033.95,869.80,0.00,0.00,
1788444034.05,869.90,-0.00,0.00,
1788444034.15,870.00,0.01,0.00,
1788444034.25,870.10,-0.00,0.00,
1788444034.35,870.20,0.00,0.00,
1788444034.45,870.30,-0.00,0.00,
1788444034.55,870.40,0.00,0.00,
1788444034.66,870.50,0.00,0.00,
1788444034.75,870.60,-0.00,0.00,
1788444034.86,870.70,0.00,0.00,
1788444034.96,870.80,0.01,0.00,
1788444035.06,870.90,0.00,0.00,
1788444035.16,871.00,0.01,0.00,
1788444035.26,871.10,0.00,0.00,
1788444035.36,871.20,0.00,0.00,
1788444035.46,871.30,-0.00,0.00,
1788444035.56,871.40,0.01,0.00,
1788444035.67,871.50,0.00,0.00,
1788444035.77,871.60,0.00,0.00,
1788444035.87,871.70,0.00,0.00,
1788444035.97,871.80,0.01,0.00,
1788444036.07,871.90,0.01,0.00,
1788444036.18,872.00,0.01,0.00,
1788444036.28,872.10,0.00,0.00,
1788444036.38,872.20,0.00,0.00,
1788444036.48,872.30,0.00,0.00,
1788444036.58,872.40,0.01,0.00,
1788444036.69,872.50,0.01,0.00,
1788444036.78,872.60,0.00,0.00,
1788444036.89,872.70,-0.00,0.00,
1788444036.99,872.80,-0.00,0.00,
1788444037.09,872.90,0.00,0.00,
1788444037.19,873.00,-0.00,0.00,
1788444037.29,873.10,-0.00,0.00,
1788444037.39,873.20,0.01,0.00,
1788444037.49,873.30,0.01,0.00,
1788444037.59,873.40,-0.00,0.00,
1788444037.69,873.50,-0.00,0.00,
1788444037.80,873.60,0.00,0.00,
1788444037.90,873.70,0.00,0.00,
1788444038.00,873.80,0.00,0.00,
1788444038.10,873.90,0.00,0.00,
1788444038.20,874.00,0.00,0.00,
1788444038.30,874.10,0.00,0.00,
1788444038.41,874.20,0.00,0.00,
1788444038.51,874.30,-0.00,0.00,
1788444038.61,874.40,0.01,0.00,
1788444038.71,874.50,0.01,0.00,
1788444038.81,874.60,0.00,0.00,
1788444038.91,874.70,-0.00,0.00,
1788444039.01,874.80,0.00,0.00,
1788444039.11,874.90,0.01,0.00,
1788444039.21,875.00,-0.00,0.00,
1788444039.32,875.10,-0.00,0.00,
1788444039.42,875.20,0.01,0.00,
1788444039.52,875.30,0.01,0.00,
1788444039.62,875.40,0.00,0.00,
1788444039.72,875.50,0.00,0.00,
1788444039.83,875.60,0.01,0.00,
1788444039.93,875.70,0.00,0.00,
1788444040.03,875.80,0.01,0.00,
1788444040.13,875.90,0.00,0.00,
1788444040.23,876.00,0.01,0.00,
1788444040.33,876.10,-0.00,0.00,
1788444040.43,876.20,0.00,0.00,
1788444040.54,876.30,-0.00,0.00,
1788444040.64,876.40,0.01,0.00,
1788444040.74,876.50,0.01,0.00,
1788444040.84,876.60,0.00,0.00,
1788444040.94,876.70,0.00,0.00,
1788444041.04,876.80,-0.00,0.00,
1788444041.15,876.90,0.01,0.00,
1788444041.25,877.00,0.01,0.00,
1788444041.35,877.10,0.00,0.00,
1788444041.45,877.20,0.00,0.00,
1788444041.55,877.30,0.01,0.00,
1788444041.65,877.40,0.00,0.00,
1788444041.75,877.50,-0.00,0.00,
1788444041.85,877.60,0.00,0.00,
1788444041.96,877.70,0.01,0.00,
1788444042.06,877.80,-0.00,0.00,
1788444042.16,877.90,-0.00,0.00,
1788444042.26,878.00,0.01,0.00,
1788444042.36,878.10,-0.00,0.00,
1788444042.46,878.20,0.00,0.00,
1788444042.56,878.30,0.00,0.00,
1788444042.66,878.39,-0.00,0.00,
1788444042.77,878.50,-0.00,0.00,
1788444042.86,878.60,0.01,0.00,
1788444042.97,878.70,-0.00,0.00,
1788444043.07,878.80,0.02,0.00,
1788444043.17,878.90,-0.00,0.00,
1788444043.27,879.00,-0.01,0.01,
1788444043.37,879.10,-0.01,0.01,
1788444043.48,879.20,-0.01,0.01,
1788444043.58,879.30,0.01,0.01,
1788444043.68,879.40,0.01,0.02,
1788444043.78,879.50,0.01,0.02,
1788444043.89,879.60,-0.01,0.02,
1788444043.98,879.70,0.00,0.01,
1788444044.09,879.80,-0.01,0.01,
1788444044.19,879.90,-0.01,0.00,
1788444044.29,880.00,-0.00,0.00,
1788444044.39,880.10,0.00,0.00,
1788444044.49,880.20,0.00,0.00,
1788444044.60,880.30,0.00,0.00,
1788444044.70,880.40,0.00,0.01,
1788444044.80,880.50,-0.00,0.01,
1788444044.90,880.60,-0.00,0.00,
1788444045.01,880.70,-0.00,0.00,
1788444045.10,880.80,0.00,-0.00,
1788444045.21,880.90,-0.01,-0.00,
1788444045.31,881.00,-0.00,-0.00,
1788444045.41,881.10,-0.01,-0.00,
1788444045.51,881.20,-0.01,-0.00,
1788444045.62,881.30,-0.00,-0.00,
1788444045.71,881.40,-0.00,0.00,
1788444045.82,881.50,-0.00,0.00,
1788444045.92,881.60,-0.00,0.01,
1788444046.02,881.70,-0.00,0.01,
1788444046.12,881.80,-0.00,0.02,
1788444046.22,881.90,-0.00,0.01,
1788444046.32,882.00,0.01,0.00,
1788444046.42,882.10,-0.01,-0.00,
1788444046.52,882.20,-0.00,0.00,
1788444046.62,882.30,1.20,-0.00,
1788444046.72,882.40,-0.00,0.00,
1788444046.82,882.50,-0.01,0.00,
1788444046.93,882.60,-0.00,0.01,
1788444047.03,882.70,-0.00,0.01,
1788444047.13,882.80,0.00,0.01,
1788444047.23,882.90,-0.00,0.01,
1788444047.33,883.00,-0.00,0.01,
1788444047.43,883.10,-0.00,0.01,
1788444047.53,883.20,-0.00,0.02,
1788444047.63,883.30,-0.00,0.02,
1788444047.73,883.40,-0.00,0.02,
1788444047.83,883.50,-0.00,0.02,
1788444047.93,883.60,0.00,0.02,
1788444048.04,883.70,0.00,0.01,
1788444048.14,883.80,-0.00,0.02,
1788444048.24,883.90,0.00,0.03,
1788444048.34,884.00,0.00,0.03,
1788444048.45,884.10,0.00,0.02,
1788444048.55,884.20,0.01,0.00,
1788444048.65,884.30,4.38,0.29,
1788444048.75,884.40,4.61,0.30,
1788444048.85,884.50,4.65,0.30,
1788444048.96,884.60,4.68,0.30,
1788444049.06,884.70,4.68,0.30,
1788444049.16,884.80,4.72,0.29,
1788444049.26,884.90,4.74,0.29,
1788444049.36,885.00,4.75,0.29,
1788444049.46,885.10,4.75,0.29,
1788444049.56,885.20,4.79,0.29,
1788444049.67,885.30,4.80,0.29,
1788444049.77,885.40,4.81,0.29,
1788444049.88,885.50,4.80,0.30,
1788444049.98,885.60,4.80,0.31,
1788444050.08,885.70,4.79,0.32,
1788444050.18,885.80,4.77,0.33,
1788444050.29,885.90,4.75,0.34,
1788444050.39,886.00,4.73,0.34,
1788444050.49,886.10,4.71,0.35,
1788444050.59,886.20,4.69,0.36,
1788444050.69,886.30,6.53,0.56,
1788444050.79,886.40,9.83,0.58,
1788444050.90,886.50,9.89,0.58,
1788444051.00,886.60,9.95,0.58,
1788444051.10,886.70,10.00,0.58,
1788444051.20,886.80,10.05,0.58,
1788444051.30,886.90,10.10,0.58,
1788444051.40,887.00,10.15,0.58,
1788444051.50,887.10,10.19,0.58,
1788444051.61,887.20,10.24,0.58,
1788444051.71,887.30,10.28,0.59,
1788444051.81,887.40,10.33,0.58,
1788444051.91,887.50,10.38,0.58,
1788444052.01,887.60,10.42,0.59,
1788444052.11,887.70,10.46,0.58,
1788444052.22,887.80,10.50,0.58,
1788444052.31,887.90,10.54,0.58,
1788444052.41,888.00,10.59,0.59,
1788444052.52,888.10,10.67,0.41,
1788444052.62,888.20,15.21,4.99,
1788444052.72,888.30,11.49,9.84,
1788444052.82,888.40,2.99,12.61,
1788444052.92,888.50,0.02,13.48,
1788444053.02,888.60,0.11,13.54,
1788444053.12,888.70,0.04,13.54,
1788444053.22,888.80,-0.00,13.54,
1788444053.32,888.90,-0.00,13.54,
1788444053.42,889.00,-0.00,13.53,
1788444053.53,889.10,-0.00,13.53,
1788444053.63,889.20,-0.00,13.53,
1788444053.73,889.30,-0.00,13.53,
1788444053.83,889.40,-0.00,13.53,
1788444053.93,889.50,-0.00,13.53,
1788444054.03,889.60,-0.00,13.53,
1788444054.13,889.70,0.45,12.71,
1788444054.23,889.80,3.58,11.58,
1788444054.34,889.90,2.64,11.54,
1788444054.44,890.00,2.19,11.51,
1788444054.54,890.10,2.07,11.50,
1788444054.64,890.20,2.04,11.49,
1788444054.74,890.30,1.99,11.50,
1788444054.84,890.40,1.95,11.51,
1788444054.95,890.50,1.93,11.52,
1788444055.05,890.60,1.90,11.53,
1788444055.16,890.70,1.88,11.54,
1788444055.26,890.80,1.85,11.55,
1788444055.37,890.90,1.83,11.56,
1788444055.47,891.00,1.80,11.57,
1788444055.57,891.10,1.78,11.58,
1788444055.67,891.20,1.76,11.59,
1788444055.77,891.30,1.83,11.58,
1788444055.88,891.40,1.92,11.56,
1788444055.98,891.50,1.88,11.57,
1788444056.08,891.60,2.12,11.58,
1788444056.19,891.70,3.87,11.79,
1788444056.29,891.80,4.64,12.27,
1788444056.39,891.90,4.36,12.79,
1788444056.49,892.00,3.77,13.78,
1788444056.59,892.10,3.95,14.05,
1788444056.69,892.20,3.67,14.04,
1788444056.79,892.30,10.62,14.26,
1788444056.89,892.40,9.93,14.28,
1788444057.00,892.50,9.14,14.30,
1788444057.10,892.60,8.80,14.29,
1788444057.20,892.70,8.63,14.29,
1788444057.30,892.80,8.54,14.28,
1788444057.41,892.90,8.47,14.27,
1788444057.52,893.00,8.42,14.27,
1788444057.62,893.10,8.36,14.26,
1788444057.72,893.20,8.30,14.25,
1788444057.82,893.30,8.23,14.25,
1788444057.92,893.40,8.16,14.24,
1788444058.03,893.50,8.09,14.24,
1788444058.13,893.60,8.03,14.23,
1788444058.23,893.70,7.96,14.23,
1788444058.33,893.80,7.89,14.22,
1788444058.44,893.90,7.82,14.22,
1788444058.54,894.00,8.18,14.38,
1788444058.64,894.10,8.79,15.52,
1788444058.74,894.20,8.40,16.91,
1788444058.84,894.30,7.43,18.37,
1788444058.94,894.40,5.79,20.02,
1788444059.04,894.50,3.99,21.62,
1788444059.14,894.60,2.11,23.22,
1788444059.24,894.70,0.16,24.76,
1788444059.34,894.80,0.01,26.10,
1788444059.44,894.90,0.17,26.99,
1788444059.54,895.00,-0.00,27.00,
1788444059.65,895.10,13.14,29.51,
1788444059.75,895.20,12.90,29.79,
1788444059.85,895.30,10.04,29.77,
1788444059.95,895.40,9.04,29.76,
1788444060.05,895.50,8.81,29.75,
1788444060.15,895.60,8.79,29.74,
1788444060.26,895.70,8.81,29.73,
1788444060.36,895.80,8.85,29.72,
1788444060.46,895.90,8.89,29.71,
1788444060.56,896.00,8.92,29.70,
1788444060.66,896.10,8.96,29.70,
1788444060.76,896.20,8.99,29.69,
1788444060.86,896.30,9.02,29.68,
1788444060.97,896.40,9.05,29.68,
1788444061.07,896.50,9.08,29.67,
1788444061.17,896.60,9.10,29.67,
1788444061.27,896.70,9.13,29.67,
1788444061.37,896.80,9.16,29.67,
1788444061.47,896.90,9.18,29.67,
1788444061.57,897.00,8.14,29.64,
1788444061.67,897.10,8.10,29.63,
1788444061.77,897.20,8.04,29.63,
1788444061.88,897.30,-0.00,29.63,
1788444061.97,897.40,0.00,29.63,
1788444062.07,897.50,-0.01,29.63,
1788444062.17,897.60,0.00,29.63,
1788444062.27,897.70,-0.00,29.63,
1788444062.38,897.80,-0.01,29.63,
1788444062.47,897.90,0.01,29.63,
1788444062.58,898.00,0.00,29.63,
1788444062.68,898.10,-0.01,29.63,
1788444062.78,898.20,0.00,29.63,
1788444062.88,898.30,0.00,29.63,
1788444062.98,898.40,-0.00,29.63,
1788444063.08,898.50,0.00,29.63,
1788444063.18,898.60,-0.01,29.63,
1788444063.28,898.70,0.00,29.63,
1788444063.38,898.80,0.00,29.63,
1788444063.48,898.90,-0.01,29.63,
1788444063.58,899.00,0.00,29.63,
1788444063.69,899.10,0.00,29.63,
1788444063.79,899.20,-0.00,29.63,
1788444063.89,899.30,-0.01,29.63,
1788444063.99,899.40,-0.00,29.63,
1788444064.09,899.50,-0.01,29.63,
1788444064.19,899.60,-0.00,29.63,
1788444064.29,899.70,0.00,29.63,
1788444064.40,899.80,-0.01,29.63,
1788444064.50,899.90,0.00,29.63,
1788444064.60,900.00,0.01,29.63,
1788444064.70,900.10,-0.01,29.63,
1788444064.80,900.20,0.00,29.63,
1788444064.91,900.30,-0.00,29.63,
1788444065.00,900.40,-0.01,29.63,
1788444065.11,900.50,0.00,29.63,
1788444065.21,900.60,0.01,29.63,
1788444065.31,900.70,0.00,29.63,
1788444065.41,900.80,0.01,29.63,
1788444065.52,900.90,0.01,29.63,
1788444065.62,901.00,0.00,29.63,
1788444065.72,901.10,0.00,29.63,
1788444065.82,901.20,0.00,29.63,
1788444065.92,901.30,0.00,29.63,
1788444066.02,901.40,0.00,29.63,
1788444066.12,901.50,0.01,29.63,
1788444066.22,901.60,0.00,29.63,
1788444066.33,901.70,-0.00,29.63,
1788444066.42,901.80,0.01,29.63,
1788444066.53,901.90,0.00,29.63,
1788444066.63,902.00,-0.00,29.63,
1788444066.73,902.10,0.01,29.63,
1788444066.83,902.20,0.00,29.63,
1788444066.93,902.30,-0.00,29.63,
1788444067.03,902.40,0.01,29.63,
1788444067.14,902.50,0.00,29.63,
1788444067.24,902.60,-0.01,29.63,
1788444067.34,902.70,0.00,29.63,
1788444067.44,902.80,0.00,29.63,
1788444067.54,902.90,0.00,29.63,
1788444067.65,903.00,0.00,29.63,
1788444067.74,903.10,0.00,29.63,
1788444067.84,903.20,0.00,29.63,
1788444067.95,903.30,-0.00,29.63,
1788444068.05,903.40,0.01,29.63,
1788444068.15,903.50,0.01,29.63,
1788444068.26,903.60,0.00,29.63,
1788444068.36,903.70,-0.01,29.63,
1788444068.46,903.80,0.00,29.63,
1788444068.56,903.90,0.00,29.63,
1788444068.66,904.00,-0.00,29.63,
1788444068.76,904.10,0.01,29.63,
1788444068.87,904.20,-0.00,29.63,
1788444068.97,904.30,0.00,29.63,
1788444069.07,904.40,0.00,29.63,
1788444069.17,904.50,0.00,29.63,
1788444069.27,904.60,-0.00,29.63,
1788444069.37,904.70,-0.00,29.63,
1788444069.47,904.80,0.00,29.63,
1788444069.57,904.90,0.00,29.63,
1788444069.67,905.00,-0.00,29.63,
1788444069.77,905.10,-0.00,29.63,
1788444069.87,905.20,-0.01,29.63,
1788444069.98,905.30,0.01,29.63,
1788444070.08,905.40,0.00,29.63,
1788444070.18,905.50,-0.00,29.63,
1788444070.28,905.60,0.00,29.63,
1788444070.38,905.70,-0.01,29.63,
1788444070.48,905.80,0.01,29.63,
1788444070.59,905.90,0.00,29.63,
1788444070.69,906.00,0.00,29.63,
1788444070.79,906.10,-0.00,29.63,
1788444070.89,906.20,0.00,29.63,
1788444070.99,906.30,0.01,29.63,
1788444071.09,906.40,-0.00,29.63,
1788444071.19,906.50,0.01,29.63,
1788444071.30,906.60,-0.00,29.63,
1788444071.39,906.70,-0.00,29.63,
1788444071.49,906.80,-0.01,29.63,
1788444071.60,906.90,0.00,29.63,
1788444071.70,907.00,-0.00,29.63,
1788444071.80,907.10,0.00,29.63,
1788444071.90,907.20,0.00,29.63,
1788444072.00,907.30,-0.00,29.63,
1788444072.10,907.40,0.01,29.63,
1788444072.21,907.50,-0.00,29.63,
1788444072.31,907.60,-0.00,29.63,
1788444072.41,907.70,-0.00,29.63,
1788444072.51,907.80,-0.01,29.63,
1788444072.61,907.90,-0.01,29.63,
1788444072.71,908.00,-0.00,29.63,
1788444072.81,908.10,-0.00,29.63,
1788444072.91,908.20,0.00,29.63,
1788444073.01,908.30,0.00,29.63,
1788444073.11,908.40,0.00,29.63,
1788444073.21,908.50,0.00,29.63,
1788444073.32,908.60,-0.00,29.63,
1788444073.42,908.70,0.00,29.63,
1788444073.52,908.80,-0.01,29.63,
1788444073.62,908.90,-0.00,29.63,
1788444073.72,909.00,-0.00,29.63,
1788444073.82,909.10,0.01,29.63,
1788444073.92,909.20,-0.01,29.63,
1788444074.02,909.30,0.00,29.63,
1788444074.12,909.40,0.01,29.63,
1788444074.22,909.50,0.00,29.63,
1788444074.32,909.60,0.00,29.63,
1788444074.43,909.70,0.01,29.63,
1788444074.53,909.80,-0.01,29.63,
1788444074.63,909.90,-0.00,29.63,
1788444074.73,910.00,-0.00,29.63,
1788444074.83,910.10,0.00,29.63,
1788444074.93,910.20,-0.00,29.63,
1788444075.03,910.30,-0.00,29.63,
1788444075.13,910.40,0.00,29.63,
1788444075.23,910.50,0.00,29.63,
1788444075.33,910.60,-0.00,29.63,
1788444075.43,910.70,0.00,29.63,
1788444075.53,910.80,-0.00,29.63,
1788444075.64,910.90,-0.00,29.63,
1788444075.74,911.00,0.00,29.63,
1788444075.84,911.10,0.01,29.63,
1788444075.94,911.20,0.00,29.63,
1788444076.05,911.30,-0.00,29.63,
1788444076.15,911.40,0.01,29.63,
1788444076.25,911.50,0.00,29.63,
1788444076.35,911.60,-0.00,29.63,
1788444076.45,911.70,0.01,29.63,
1788444076.55,911.80,0.00,29.63,
1788444076.65,911.90,-0.01,29.63,
1788444076.75,912.00,-0.00,29.63,
1788444076.85,912.10,0.00,29.63,
1788444076.96,912.20,-0.01,29.63,
1788444077.06,912.30,-0.00,29.63,
1788444077.16,912.40,-0.00,29.63,
1788444077.26,912.50,0.00,29.63,
1788444077.36,912.60,0.01,29.63,
1788444077.46,912.70,0.00,29.63,
1788444077.56,912.80,-0.00,29.63,
1788444077.67,912.90,-0.00,29.63,
1788444077.77,913.00,0.00,29.63,
1788444077.87,913.10,0.00,29.63,
1788444077.97,913.20,0.01,29.63,
1788444078.07,913.30,-0.00,29.63,
1788444078.17,913.40,0.00,29.63,
1788444078.27,913.50,0.01,29.63,
1788444078.37,913.60,-0.00,29.63,
1788444078.47,913.70,-0.00,29.63,
1788444078.57,913.80,0.00,29.63,
1788444078.68,913.90,-0.00,29.63,
1788444078.78,914.00,-0.01,29.63,
1788444078.88,914.10,0.00,29.63,
1788444078.98,914.20,0.01,29.63,
1788444079.08,914.30,0.00,29.63,
1788444079.18,914.40,-0.00,29.63,
1788444079.29,914.50,0.00,29.63,
1788444079.39,914.60,0.00,29.63,
1788444079.49,914.70,-0.00,29.63,
1788444079.59,914.80,0.00,29.63,
1788444079.69,914.90,-0.00,29.63,
1788444079.79,915.00,0.01,29.63,
1788444079.90,915.10,-0.00,29.63,
1788444079.99,915.20,-0.01,29.63,
1788444080.09,915.30,-0.00,29.63,
1788444080.19,915.40,-0.01,29.63,
1788444080.30,915.50,0.00,29.63,
1788444080.40,915.60,-0.00,29.63,
1788444080.50,915.70,-0.01,29.63,
1788444080.60,915.80,0.00,29.63,
1788444080.71,915.90,0.00,29.63,
1788444080.81,916.00,0.00,29.63,
1788444080.91,916.10,-0.00,29.63,
1788444081.01,916.20,-0.00,29.63,
1788444081.11,916.30,0.00,29.63,
1788444081.21,916.40,-0.01,29.63,
1788444081.31,916.50,0.00,29.63,
1788444081.41,916.60,0.00,29.63,
1788444081.51,916.70,-0.00,29.63,
1788444081.62,916.80,0.01,29.63,
1788444081.72,916.90,-0.00,29.63,
1788444081.82,917.00,-0.00,29.63,
1788444081.92,917.10,0.00,29.63,
1788444082.02,917.20,-0.00,29.63,
1788444082.12,917.30,-0.01,29.63,
1788444082.22,917.40,0.00,29.63,
1788444082.32,917.50,0.00,29.63,
1788444082.42,917.60,0.00,29.63,
1788444082.52,917.70,0.00,29.63,
1788444082.62,917.80,0.01,29.63,
1788444082.73,917.90,-0.01,29.63,
1788444082.83,918.00,0.00,29.63,
1788444082.93,918.10,0.00,29.63,
1788444083.03,918.20,-0.00,29.63,
1788444083.13,918.30,0.00,29.63,
1788444083.23,918.40,0.01,29.63,
1788444083.33,918.50,0.00,29.63,
1788444083.43,918.60,0.00,29.63,
1788444083.54,918.70,0.01,29.63,
1788444083.64,918.80,-0.01,29.63,
1788444083.74,918.90,0.00,29.63,
1788444083.84,919.00,0.00,29.63,
1788444083.95,919.10,0.00,29.63,
1788444084.04,919.20,-0.00,29.63,
1788444084.15,919.30,-0.00,29.63,
1788444084.25,919.40,-0.00,29.63,
1788444084.35,919.50,-0.00,29.63,
1788444084.45,919.60,-0.00,29.63,
1788444084.55,919.70,0.00,29.63,
1788444084.65,919.80,-0.01,29.63,
1788444084.75,919.90,0.00,29.63,
1788444084.85,920.00,-0.00,29.63,
1788444084.95,920.10,0.01,29.63,
1788444085.05,920.20,0.00,29.63,
1788444085.15,920.30,0.00,29.63,
1788444085.25,920.40,-0.00,29.63,
1788444085.36,920.50,0.00,29.63,
1788444085.46,920.60,-0.00,29.63,
1788444085.56,920.70,0.00,29.63,
1788444085.66,920.80,-0.01,29.63,
1788444085.76,920.90,0.00,29.63,
1788444085.86,921.00,-0.00,29.63,
1788444085.96,921.10,0.00,29.63,
1788444086.06,921.20,0.00,29.63,
1788444086.17,921.30,0.00,29.63,
1788444086.27,921.40,0.00,29.63,
1788444086.37,921.50,0.00,29.63,
1788444086.47,921.60,0.01,29.63,
1788444086.57,921.70,0.00,29.63,
1788444086.67,921.80,0.00,29.63,
1788444086.78,921.90,-0.00,29.63,
1788444086.88,922.00,-0.00,29.63,
1788444086.98,922.10,-0.00,29.63,
1788444087.08,922.20,-0.00,29.63,
1788444087.18,922.30,0.00,29.63,
1788444087.28,922.40,-0.00,29.63,
1788444087.39,922.50,0.00,29.63,
1788444087.49,922.60,-0.00,29.63,
1788444087.59,922.70,0.01,29.63,
1788444087.69,922.80,0.00,29.63,
