wall,sim,lingueta_mm,lamina_deg,estado,fase,armvel_nz,armvel_n
1788461066.38,0.00,-0.00,28.73,,,0,0
1788461066.79,300.84,0.00,28.73,,,0,0
1788461066.80,300.84,0.00,28.73,,,0,0
1788461066.90,300.94,0.00,28.73,,,0,0
1788461066.99,301.04,0.00,28.73,,,0,0
1788461067.09,301.14,0.00,28.73,,,0,0
1788461067.20,301.24,0.00,28.73,,,0,0
1788461067.30,301.34,0.00,28.73,,,0,0
1788461067.40,301.44,0.00,28.73,,,0,0
1788461067.50,301.54,0.00,28.73,,,0,0
1788461067.60,301.64,0.01,28.73,,,0,0
1788461067.70,301.74,0.01,0.00,,,0,0
1788461067.80,301.84,0.00,0.00,,,0,0
1788461067.90,301.94,0.01,0.00,,,0,0
1788461068.00,302.04,0.00,0.00,,,0,0
1788461068.11,302.14,-0.00,0.00,,,0,0
1788461068.21,302.24,0.01,0.00,,,0,0
1788461068.31,302.34,0.01,0.00,,,0,0
1788461068.41,302.44,-0.01,0.00,,,0,0
1788461068.51,302.54,-0.00,0.00,,,0,0
1788461068.62,302.64,0.01,0.00,,,0,0
1788461068.72,302.74,0.00,0.00,,,0,0
1788461068.82,302.84,0.00,0.00,,,0,0
1788461068.92,302.94,0.00,0.00,,,0,0
1788461069.02,303.04,0.00,0.00,,,0,0
1788461069.12,303.14,-0.00,0.00,,,0,0
1788461069.22,303.24,0.00,0.00,,,0,0
1788461069.32,303.34,-0.00,0.00,,,0,0
1788461069.43,303.44,-0.00,0.00,,,0,0
1788461069.53,303.54,0.00,0.00,,,0,0
1788461069.63,303.64,0.01,0.00,,,0,0
1788461069.73,303.74,-0.00,0.00,,,0,0
1788461069.83,303.84,0.01,0.00,,,0,0
1788461069.93,303.94,0.01,0.00,,,0,0
1788461070.03,304.04,-0.00,0.00,,,0,0
1788461070.14,304.14,0.01,0.00,,,0,0
1788461070.24,304.24,0.01,0.00,,,0,0
1788461070.34,304.34,-0.00,0.00,,,0,0
1788461070.44,304.44,-0.00,0.00,,,0,0
1788461070.54,304.54,-0.00,0.00,,,0,0
1788461070.64,304.64,0.00,0.00,,,0,0
1788461070.74,304.74,0.01,0.00,,,0,0
1788461070.84,304.84,-0.00,0.00,,,0,0
1788461070.94,304.94,-0.00,0.00,,,0,0
