wall,sim,lingueta_mm,lamina_deg,estado,fase,armvel_nz,armvel_n
1788477696.03,0.00,-0.01,28.79,,,0,0
1788477696.32,2023.71,0.00,28.79,,,0,0
1788477696.33,2023.71,0.00,28.79,,,0,0
1788477696.43,2023.81,0.00,28.79,,,0,0
1788477696.53,2023.91,0.01,28.79,,,0,0
1788477696.63,2024.01,0.01,28.79,,,0,0
1788477696.73,2024.11,0.01,28.79,,,0,0
1788477696.83,2024.21,0.01,28.79,,,0,0
1788477696.93,2024.31,0.00,28.79,,,0,0
1788477697.03,2024.41,0.00,28.79,,,0,0
1788477697.13,2024.51,-0.00,28.79,,,0,0
1788477697.23,2024.61,-0.00,0.00,,,0,0
1788477697.33,2024.71,0.00,0.00,,,0,0
1788477697.44,2024.82,0.00,0.00,,,0,0
1788477697.54,2024.91,0.01,0.00,,,0,0
1788477697.64,2025.02,-0.00,0.00,,,0,0
1788477697.73,2025.11,0.00,0.00,,,0,0
1788477697.84,2025.21,0.01,0.00,,,0,0
1788477697.94,2025.31,0.00,0.00,,,0,0
1788477698.04,2025.41,0.00,0.00,,,0,0
1788477698.14,2025.52,0.00,0.00,,,0,0
1788477698.24,2025.62,0.01,0.00,,,0,0
1788477698.34,2025.72,0.01,0.00,,,0,0
1788477698.44,2025.81,-0.00,0.00,,,0,0
1788477698.55,2025.91,-0.01,0.00,,,0,0
1788477698.64,2026.01,0.00,0.00,,,0,0
1788477698.74,2026.11,-0.00,0.00,,,0,0
1788477698.84,2026.21,-0.00,0.00,,,0,0
1788477698.94,2026.31,0.01,0.00,,,0,0
1788477699.04,2026.41,0.01,0.00,,,0,0
1788477699.15,2026.51,-0.00,0.00,,,0,0
1788477699.24,2026.61,0.00,0.00,,,0,0
1788477699.35,2026.71,0.00,0.00,,,0,0
1788477699.45,2026.81,0.00,0.00,,,0,0
1788477699.55,2026.91,0.01,0.00,,,0,0
1788477699.65,2027.01,0.01,0.00,,,0,0
1788477699.75,2027.11,0.00,0.00,,,0,0
1788477699.85,2027.22,0.00,0.00,,,0,0
1788477699.95,2027.31,-0.00,0.00,,,0,0
1788477700.05,2027.41,0.01,0.00,,,0,0
1788477700.15,2027.51,0.00,0.00,,,0,0
1788477700.25,2027.61,0.00,0.00,,,0,0
1788477700.35,2027.71,0.00,0.00,,,0,0
1788477700.45,2027.81,-0.00,0.00,,,0,0
1788477700.55,2027.91,0.00,0.00,,,0,0
1788477700.65,2028.01,-0.00,0.00,,,0,0
1788477700.75,2028.11,0.01,0.00,,,0,0
1788477700.85,2028.21,-0.00,0.00,,,0,0
1788477700.96,2028.32,0.01,0.00,,,0,0
1788477701.06,2028.41,0.01,0.00,,,0,0
1788477701.16,2028.52,0.00,0.00,,,0,0
1788477701.26,2028.61,0.01,0.00,,,0,0
1788477701.36,2028.71,0.01,0.00,,,0,0
1788477701.46,2028.81,0.00,0.00,,,0,0
1788477701.56,2028.92,0.01,0.00,,,0,0
1788477701.66,2029.02,0.00,0.00,,,0,0
1788477701.76,2029.12,0.00,0.00,,,0,0
1788477701.86,2029.21,-0.00,0.00,,,0,0
1788477701.96,2029.31,0.00,0.00,,,0,0
1788477702.06,2029.41,-0.00,0.00,,,0,0
1788477702.17,2029.51,0.01,0.00,,,0,0
1788477702.27,2029.62,0.01,0.00,,,0,0
1788477702.37,2029.71,0.00,0.00,,,0,0
1788477702.47,2029.81,0.01,0.00,,,0,0
1788477702.57,2029.91,0.00,0.00,,,0,0
1788477702.67,2030.01,-0.00,0.00,,,0,0
1788477702.77,2030.11,0.01,0.00,,,0,0
1788477702.87,2030.21,0.00,0.00,,,0,0
1788477702.97,2030.31,-0.00,0.00,,,0,0
1788477703.09,2030.42,0.01,0.00,,,0,0
1788477703.18,2030.51,0.00,0.00,,,0,0
1788477703.28,2030.61,0.00,0.00,,,0,0
1788477703.38,2030.71,0.01,0.00,,,0,0
1788477703.49,2030.82,0.00,0.00,,,0,0
1788477703.60,2030.91,-0.00,0.00,,,0,0
1788477703.70,2031.01,-0.00,0.00,,,0,0
1788477703.80,2031.11,0.01,0.00,,,0,0
1788477703.90,2031.21,-0.00,0.00,,,0,0
1788477704.00,2031.31,0.01,0.00,STOW_INIT,,0,0
1788477704.10,2031.41,0.00,0.00,STOW_INIT,,0,1
1788477704.20,2031.51,-0.00,0.00,STOW_INIT,,0,0
1788477704.30,2031.62,-0.00,0.00,STOW_INIT,,0,0
1788477704.40,2031.71,0.01,0.00,SEARCH,,0,0
1788477704.50,2031.82,-0.00,0.00,SEARCH,,0,0
1788477704.60,2031.91,-0.00,0.00,SEARCH,,0,0
1788477704.70,2032.02,0.00,0.00,SEARCH,,0,0
1788477704.80,2032.12,0.01,0.00,SEARCH,,0,0
1788477704.90,2032.21,-0.00,0.00,SEARCH,,0,0
1788477705.01,2032.31,0.00,0.00,SEARCH,,0,0
1788477705.11,2032.41,0.01,0.00,SEARCH,,0,0
1788477705.21,2032.51,0.00,0.00,SEARCH,,0,0
1788477705.31,2032.62,0.01,0.00,SEARCH,,0,0
1788477705.41,2032.71,0.01,0.00,SEARCH,,0,0
1788477705.52,2032.82,-0.00,0.00,SEARCH,,0,0
1788477705.61,2032.91,0.00,0.00,SEARCH,,0,0
1788477705.71,2033.01,0.01,0.00,SEARCH,,0,0
1788477705.82,2033.12,0.01,0.00,SEARCH,,0,0
1788477705.91,2033.21,0.01,0.00,SEARCH,,0,0
1788477706.02,2033.32,-0.00,0.00,SEARCH,,0,0
1788477706.12,2033.41,-0.00,0.00,SEARCH,,0,0
1788477706.22,2033.52,0.01,0.00,SEARCH,,0,0
1788477706.32,2033.62,0.01,0.00,SEARCH,,0,0
1788477706.42,2033.71,0.00,0.00,SEARCH,,0,0
1788477706.52,2033.82,-0.00,0.00,SEARCH,,0,0
1788477706.63,2033.92,0.00,0.00,SEARCH,,0,0
1788477706.72,2034.01,-0.00,0.00,SEARCH,,0,0
1788477706.82,2034.11,0.00,0.00,SEARCH,,0,0
1788477706.92,2034.21,0.00,0.00,SEARCH,,0,0
1788477707.02,2034.31,-0.00,0.00,SEARCH,,0,0
1788477707.13,2034.41,0.00,0.00,SEARCH,,0,0
1788477707.23,2034.51,0.01,0.00,SEARCH,,0,0
1788477707.33,2034.61,0.00,0.00,SEARCH,,0,0
1788477707.43,2034.71,0.01,0.00,SEARCH,,0,0
1788477707.53,2034.81,0.01,0.00,SEARCH,,0,0
1788477707.63,2034.91,0.00,0.00,SEARCH,,0,0
1788477707.74,2035.02,0.00,0.00,SEARCH,,0,0
1788477707.83,2035.11,0.00,0.00,SEARCH,,0,0
1788477707.94,2035.21,0.00,0.00,SEARCH,,0,0
1788477708.04,2035.32,0.00,0.00,SEARCH,,0,0
1788477708.14,2035.41,-0.00,0.00,SEARCH,,0,0
1788477708.24,2035.51,0.00,0.00,SEARCH,,0,0
1788477708.34,2035.61,0.01,0.00,SEARCH,,0,0
1788477708.45,2035.72,0.00,0.00,SEARCH,,0,0
1788477708.54,2035.81,0.00,0.00,SEARCH,,0,0
1788477708.64,2035.91,-0.00,0.00,SEARCH,,0,0
1788477708.74,2036.01,0.01,0.00,SEARCH,,0,0
1788477708.85,2036.12,0.00,0.00,SEARCH,,0,0
1788477708.95,2036.21,0.00,0.00,SEARCH,,0,0
1788477709.05,2036.31,-0.00,0.00,SEARCH,,0,0
1788477709.15,2036.41,0.00,0.00,SEARCH,,0,0
1788477709.25,2036.51,-0.00,0.00,SEARCH,,0,0
1788477709.35,2036.61,0.00,0.00,SEARCH,,0,0
1788477709.45,2036.71,0.00,0.00,SEARCH,,0,0
1788477709.56,2036.82,0.00,0.00,SEARCH,,0,0
1788477709.66,2036.92,0.01,0.00,SEARCH,,0,0
1788477709.76,2037.02,-0.00,0.00,SEARCH,,0,0
1788477709.86,2037.12,0.00,0.00,SEARCH,,0,0
1788477709.96,2037.21,0.00,0.00,SEARCH,,0,0
1788477710.06,2037.31,0.01,0.00,SEARCH,,0,0
1788477710.16,2037.41,0.00,0.00,SEARCH,,0,0
1788477710.26,2037.51,-0.00,0.00,SEARCH,,0,0
1788477710.36,2037.61,0.00,0.00,SEARCH,,0,0
1788477710.46,2037.71,0.00,0.00,SEARCH,,0,0
1788477710.56,2037.81,-0.00,0.00,SEARCH,,0,0
1788477710.66,2037.91,0.01,0.00,SEARCH,,0,0
1788477710.77,2038.01,0.01,0.00,SEARCH,,0,0
1788477710.87,2038.11,0.00,0.00,SEARCH,,0,0
1788477710.97,2038.21,-0.00,0.00,SEARCH,,0,0
1788477711.07,2038.32,0.00,0.00,SEARCH,,0,0
1788477711.17,2038.41,-0.00,0.00,SEARCH,,0,0
1788477711.28,2038.52,-0.00,0.00,SEARCH,,0,0
1788477711.37,2038.61,-0.00,0.00,SEARCH,,0,0
1788477711.48,2038.71,0.00,0.00,SEARCH,,0,0
1788477711.58,2038.82,0.01,0.00,SEARCH,,0,0
1788477711.68,2038.91,0.00,0.00,SEARCH,,0,0
1788477711.78,2039.02,0.01,0.00,SEARCH,,0,0
1788477711.88,2039.11,0.00,0.00,SEARCH,,0,0
1788477711.98,2039.21,0.00,0.00,SEARCH,,0,0
1788477712.08,2039.32,0.00,0.00,SEARCH,,0,0
1788477712.19,2039.42,0.00,0.00,SEARCH,,0,0
1788477712.28,2039.52,0.01,0.00,SEARCH,,0,0
1788477712.38,2039.61,-0.00,0.00,SEARCH,,0,0
1788477712.49,2039.71,0.00,0.00,SEARCH,,0,0
1788477712.59,2039.81,-0.00,0.00,SEARCH,,0,0
1788477712.69,2039.91,0.00,0.00,SEARCH,,0,0
1788477712.79,2040.01,0.00,0.00,SEARCH,,0,0
1788477712.89,2040.11,0.01,0.00,SEARCH,,0,0
1788477712.99,2040.21,0.01,0.00,SEARCH,,0,0
1788477713.09,2040.32,0.00,0.00,SEARCH,,0,0
1788477713.19,2040.41,0.01,0.00,SEARCH,,0,0
1788477713.29,2040.51,0.01,0.00,SEARCH,,0,0
1788477713.39,2040.61,0.01,0.00,SEARCH,,0,0
1788477713.49,2040.71,-0.00,0.00,SEARCH,,0,0
1788477713.59,2040.82,0.00,0.00,SEARCH,,0,0
1788477713.70,2040.92,-0.00,0.00,SEARCH,,0,0
1788477713.80,2041.02,-0.00,0.00,SEARCH,,0,0
1788477713.89,2041.11,0.00,0.00,SEARCH,,0,0
1788477713.99,2041.21,0.01,0.00,SEARCH,,0,0
1788477714.10,2041.32,-0.00,0.00,SEARCH,,0,0
1788477714.19,2041.41,-0.00,0.00,SEARCH,,0,0
1788477714.29,2041.51,0.00,0.00,SEARCH,,0,0
1788477714.40,2041.61,0.01,0.00,SEARCH,,0,0
1788477714.50,2041.71,0.00,0.00,SEARCH,,0,0
1788477714.60,2041.81,-0.00,0.00,SEARCH,,0,0
1788477714.70,2041.91,-0.00,0.00,SEARCH,,0,0
1788477714.80,2042.01,0.00,0.00,SEARCH,,0,0
1788477714.90,2042.11,0.00,0.00,SEARCH,,0,0
1788477715.00,2042.21,-0.00,0.00,SEARCH,,0,0
1788477715.10,2042.31,-0.00,0.00,SEARCH,,0,0
1788477715.20,2042.41,-0.00,0.00,SEARCH,,0,0
1788477715.30,2042.51,0.01,0.00,SEARCH,,0,0
1788477715.41,2042.62,-0.00,0.00,SEARCH,,0,0
1788477715.50,2042.71,-0.00,0.00,SEARCH,,0,0
1788477715.60,2042.81,-0.00,0.00,SEARCH,,0,0
1788477715.70,2042.91,-0.00,0.00,SEARCH,,0,0
1788477715.80,2043.01,-0.00,0.00,SEARCH,,0,0
1788477715.90,2043.11,-0.00,0.00,SEARCH,,0,0
1788477716.01,2043.21,-0.00,0.00,SEARCH,,0,0
1788477716.11,2043.32,0.00,0.00,SEARCH,,0,0
1788477716.21,2043.41,0.01,0.00,SEARCH,,0,0
1788477716.31,2043.52,0.01,0.00,SEARCH,,0,0
1788477716.41,2043.61,0.01,0.00,SEARCH,,0,0
1788477716.51,2043.71,-0.00,0.00,SEARCH,,0,0
1788477716.61,2043.81,-0.00,0.00,SEARCH,,0,0
1788477716.71,2043.92,0.01,0.00,SEARCH,,0,0
1788477716.81,2044.01,-0.00,0.00,SEARCH,,0,0
1788477716.92,2044.12,0.00,0.00,SEARCH,,0,0
1788477717.01,2044.21,-0.00,0.00,SEARCH,,0,0
1788477717.12,2044.31,0.00,0.00,SEARCH,,0,0
1788477717.22,2044.41,0.00,0.00,SEARCH,,0,0
1788477717.32,2044.52,-0.00,0.00,SEARCH,,0,0
1788477717.42,2044.61,0.00,0.00,SEARCH,,0,0
1788477717.52,2044.71,0.01,0.00,SEARCH,,0,0
1788477717.62,2044.81,0.01,0.00,SEARCH,,0,0
1788477717.72,2044.91,0.01,0.00,SEARCH,,0,0
1788477717.82,2045.01,0.00,0.00,SEARCH,,0,0
